"desc","zip","title"
"BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06",19001,"Fire: FIRE ALARM"
"COUNTY LINE RD & MEETINGHOUSE RD;  HORSHAM; 2020-01-19 @ 15:04:15",19040,"EMS: NAUSEA/VOMITING"
"ROCKLEDGE AVE & ROBBINS AVE; ROCKLEDGE; 2020-01-19 @ 15:02:47",19046,"Fire: FIRE ALARM"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-19 @ 15:07:48",19403,"EMS: ABDOMINAL PAINS"
"RIVERSIDE DR & E BRIDGE ST;  CHESTER COUNTY; 2020-01-19 @ 15:07:21",19475,"EMS: SEIZURES"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-19 @ 15:06:39",19406,"Traffic: VEHICLE ACCIDENT"
"SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-19 @ 15:06:45",19406,"Traffic: VEHICLE ACCIDENT"
"MARY ELLEN LN & BRIDGE RD;  SKIPPACK; 2020-01-19 @ 15:15:00",19426,"EMS: BACK PAINS/INJURY"
"MILL ST & ENGLESVILLE RD;  DOUGLASS; 2020-01-19 @ 15:11:38",19512,"EMS: FALL VICTIM"
"EXTENSION PENNSYLVANIA TPKE & MORRIS RD; TOWAMENCIN; 2020-01-19 @ 15:14:18",19438,"Traffic: DISABLED VEHICLE"
"YOUNGS FORD RD & WILLIAMSON RD; LOWER MERION; 2020-01-19 @ 15:13:45",19035,"Traffic: VEHICLE ACCIDENT"
"BEECH ST & PENN ST;  POTTSTOWN; 2020-01-19 @ 15:18:23",19464,"EMS: LACERATIONS"
"VALLEY FORGE RD & WHITES RD; TOWAMENCIN; 2020-01-19 @ 15:18:11",19446,"Traffic: DISABLED VEHICLE"
"VALLEY LN & PARK LN;  LOWER PROVIDENCE; 2020-01-19 @ 15:24:23",19403,"EMS: BACK PAINS/INJURY"
"DEKALB PIKE & SKIPPACK PIKE;  WHITPAIN; 2020-01-19 @ 15:22:41",19422,"EMS: SYNCOPAL EPISODE"
"S WARNER RD & CONTINENTAL DR; UPPER MERION; 2020-01-19 @ 15:22:57",19406,"Traffic: VEHICLE ACCIDENT"
"AILEEN DR & ADDISON LN;  MONTGOMERY; 2020-01-19 @ 15:31:56",19446,"EMS: HEAD INJURY"
"W GERMANTOWN PIKE & POTSHOP LN; EAST NORRITON; 2020-01-19 @ 15:32:02",19403,"Traffic: VEHICLE ACCIDENT"
"DERSTINE AVE & S RICHARDSON AVE;  LANSDALE; 2020-01-19 @ 15:39:53",19446,"EMS: FALL VICTIM"
"CLEMENS AVE & SUSQUEHANNA RD; UPPER DUBLIN; 2020-01-19 @ 15:48:02",19001,"Traffic: VEHICLE ACCIDENT"
"N BETHLEHEM PIKE & MOORE DR; LOWER GWYNEDD; 2020-01-19 @ 15:54:48",19002,"Traffic: DISABLED VEHICLE"
"GREEN ST & E BASIN ST;  NORRISTOWN; 2020-01-19 @ 15:58:39",19401,"EMS: NAUSEA/VOMITING"
"SCHUYLKILL RD & SHEEP HILL RD; CHESTER COUNTY; 2020-01-19 @ 16:05:13",19465,"Traffic: DISABLED VEHICLE"
"HORSHAM RD & DRESHER RD;  HORSHAM; 2020-01-19 @ 16:10:52",19044,"EMS: FALL VICTIM"
"PENNSYLVANIA TPKE & RAMP I276 WB TO VIRGINIA DR; UPPER MORELAND; 2020-01-19 @ 16:11:44",NA,"Traffic: ROAD OBSTRUCTION"
"5TH ST & BITTING ALY;  RED HILL; 2020-01-19 @ 16:12:08",18076,"EMS: CARDIAC EMERGENCY"
"LILAC CT & PRIMROSE DR;  UPPER GWYNEDD; 2020-01-19 @ 16:14:07",19446,"EMS: FALL VICTIM"
"GAME FARM RD & HOCKLE RD; LIMERICK; 2020-01-19 @ 16:12:18",19473,"Traffic: HAZARDOUS ROAD CONDITIONS"
"WILLIAMS RD & NANCYS LN;  UPPER MERION; 2020-01-19 @ 16:20:20",19406,"EMS: NAUSEA/VOMITING"
"DRESHER RD & WELSH RD; UPPER DUBLIN; 2020-01-19 @ 16:20:29",19090,"Traffic: VEHICLE ACCIDENT"
"BYSHER AVE & BETHLEHEM PIKE;  SPRINGFIELD; 2020-01-19 @ 16:25:10",19031,"EMS: SEIZURES"
"COLLEGEVILLE RD & ARCOLA RD;  UPPER PROVIDENCE; 2020-01-19 @ 16:22:19",19426,"EMS: GENERAL WEAKNESS"
"DRESHER RD;  UPPER DUBLIN; 2020-01-19 @ 16:26:24",NA,"EMS: VEHICLE ACCIDENT"
"HILLEGASS RD & RITTENHOUSE DR; UPPER HANOVER; 2020-01-19 @ 16:50:51",18073,"Traffic: DISABLED VEHICLE"
"TOWNSHIP LINE RD & INTEGRITY AVE; SKIPPACK; 2020-01-19 @ 16:51:59",19473,"Fire: GASODOR/LEAK"
"ANDREA RD & WATERS RD;  CHELTENHAM; 2020-01-19 @ 16:54:45",19012,"EMS: SEIZURES"
"OAK LN & N LEWIS RD;  LIMERICK; 2020-01-19 @ 16:55:25",19468,"EMS: SUBJECT IN PAIN"
"SPRUCE ST & BRINGHURST ALY; NORRISTOWN; 2020-01-19 @ 16:57:48",19401,"Fire: GASODOR/LEAK"
"BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; 2020-01-19 @ 17:00:35",19464,"EMS: EMS SPECIAL SERVICE"
"DOCK DR & DETWILER RD;  TOWAMENCIN; 2020-01-19 @ 16:58:53",19446,"EMS: HEMORRHAGING"
"HORSHAM RD & LOWER STATE RD;  HORSHAM; 2020-01-19 @ 17:06:25",19454,"EMS: HEAD INJURY"
"CADWALADER AVE & WESTVIEW RD;  CHELTENHAM; 2020-01-19 @ 17:12:32",19027,"EMS: RESPIRATORY EMERGENCY"
"IVY LN & JASMINE CT;  UPPER FREDERICK; 2020-01-19 @ 17:20:49",19492,"EMS: SEIZURES"
"YORK ST & E 8TH ST;  POTTSTOWN; 2020-01-19 @ 17:28:12",19464,"EMS: CARDIAC EMERGENCY"
"LOCUST DR & DRAKE RD;  WORCESTER; 2020-01-19 @ 17:39:04",19446,"EMS: FRACTURE"
"WAYLAND RD & SKIPPACK CREEK RD;  SKIPPACK; 2020-01-19 @ 17:40:58",19426,"EMS: RESPIRATORY EMERGENCY"
"RIDGE PIKE & N GILINGER RD;  WHITEMARSH; 2020-01-19 @ 17:41:58",19444,"EMS: FALL VICTIM"
"W MAIN ST & LINFIELD TRAPPE RD; TRAPPE; 2020-01-19 @ 18:04:22",19426,"Traffic: VEHICLE ACCIDENT"
"SUMMER ST & N 3RD AVE;  ROYERSFORD; 2020-01-19 @ 18:01:34",19468,"EMS: ALLERGIC REACTION"
"POWELL ST & E FORNANCE ST;  NORRISTOWN; 2020-01-19 @ 18:04:32",19401,"EMS: RESPIRATORY EMERGENCY"
"HIGH ST & MOSER RD; POTTSTOWN; 2020-01-19 @ 18:05:24",19464,"Traffic: VEHICLE ACCIDENT"
"LINFIELD TRAPPE RD & W MAIN ST; UPPER PROVIDENCE; 2020-01-19 @ 18:04:22",19426,"Traffic: VEHICLE ACCIDENT"
"SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-19 @ 18:06:48",18074,"EMS: RESPIRATORY EMERGENCY"
"GREENTREE LN & N WOODBINE AVE;  LOWER MERION; 2020-01-19 @ 18:15:07",19072,"EMS: MEDICAL ALERT ALARM"
"WASHINGTON AVE & MEADOW ALY; SOUDERTON; 2020-01-19 @ 18:18:20",18964,"Traffic: DISABLED VEHICLE"
"BRIDGE RD & HALE RD; SKIPPACK; 2020-01-19 @ 18:23:09",19426,"Traffic: VEHICLE ACCIDENT"
"PARK TER & GREENFIELD AVE;  LOWER MERION; 2020-01-19 @ 18:24:30",19003,"EMS: FALL VICTIM"
"BUTLER PIKE & NESBITT RD;  HORSHAM; 2020-01-19 @ 18:26:07",19002,"EMS: OVERDOSE"
"FLOREY LN & MT VERNON DR; ABINGTON; 2020-01-19 @ 18:33:43",19038,"Fire: FIRE ALARM"
"BROAD ST & E 6TH ST;  LANSDALE; 2020-01-19 @ 18:34:19",19446,"EMS: FALL VICTIM"
"DERSTINE AVE & S TOWAMENCIN AVE;  LANSDALE; 2020-01-19 @ 18:37:20",19446,"EMS: CARDIAC EMERGENCY"
"CHERRY ST & W ELM ST;  NORRISTOWN; 2020-01-19 @ 18:40:20",19401,"EMS: CVA/STROKE"
"4TH ST & DEPOT ST; BRIDGEPORT; 2020-01-19 @ 18:41:25",19405,"Fire: FIRE ALARM"
"MAPLEWOOD MEWS & SANDOWN RD; LOWER PROVIDENCE; 2020-01-19 @ 18:42:12",19403,"Fire: FIRE ALARM"
"DEVON PARK DR & S WARNER RD; UPPER MERION; 2020-01-19 @ 18:41:30",19087,"Traffic: VEHICLE ACCIDENT"
"RT202 PKWY & HORSHAM RD; MONTGOMERY; 2020-01-19 @ 18:55:13",NA,"Traffic: VEHICLE ACCIDENT"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-19 @ 19:02:42",19403,"EMS: UNCONSCIOUS SUBJECT"
"WALNUT ST & S 4TH AVE; ROYERSFORD; 2020-01-19 @ 19:04:53",19468,"Fire: FIRE ALARM"
"W COUNTY LINE RD & KEITH VALLEY RD; HORSHAM; 2020-01-19 @ 19:03:09",19044,"Traffic: HAZARDOUS ROAD CONDITIONS"
"RIDGE PIKE & ASH LN;  WHITEMARSH; 2020-01-19 @ 19:10:50",19444,"EMS: SUBJECT IN PAIN"
"JOHN RUSSELL CIR & COMPOUND 28;  CHELTENHAM; 2020-01-19 @ 19:15:17",NA,"EMS: CARDIAC EMERGENCY"
"LIGHTCAP RD & SANATOGA SPRINGS DR; LIMERICK; 2020-01-19 @ 19:11:57",19468,"Traffic: VEHICLE ACCIDENT"
"MOREBORO RD & WILSON RD;  HATBORO; 2020-01-19 @ 19:15:59",19040,"EMS: NAUSEA/VOMITING"
"HERITAGE DR & E HIGH ST; LOWER POTTSGROVE; 2020-01-19 @ 19:23:18",19464,"Fire: FIRE ALARM"
"BELMONT AVE & JEFFERSON ST; LOWER MERION; 2020-01-19 @ 19:47:41",19004,"Traffic: VEHICLE ACCIDENT"
"WOODBROOK LN & WINDING WAY;  PLYMOUTH; 2020-01-19 @ 19:51:34",19462,"EMS: RESPIRATORY EMERGENCY"
"PENN ST & E MORELAND AVE;  HATBORO; 2020-01-19 @ 19:58:58",19040,"EMS: UNCONSCIOUS SUBJECT"
"LIBERTY LN AND NEW BRITAIN BLVD;  BUCKS COUNTY; 2020-01-19 @ 20:14:27",18914,"EMS: ASSAULT VICTIM"
"BRIAR CT & LAKESIDE DR;  LIMERICK; 2020-01-19 @ 20:28:47",19468,"EMS: ALTERED MENTAL STATUS"
"MAIN ST & WALNUT ST;  NORRISTOWN; 2020-01-19 @ 20:29:16",19401,"EMS: ASSAULT VICTIM"
"DEKALB ST & E FORNANCE ST;  NORRISTOWN; 2020-01-19 @ 20:26:12",19401,"EMS: SEIZURES"
"WOODLAND RD & ST CHARLES PL;  ABINGTON; 2020-01-19 @ 20:34:17",19001,"EMS: ALTERED MENTAL STATUS"
"STEPHEN RD & MICHAEL RD;  ABINGTON; 2020-01-19 @ 20:34:50",19046,"EMS: UNCONSCIOUS SUBJECT"
"WOODS RD & STATION AVE; SPRINGFIELD; 2020-01-19 @ 20:35:24",19038,"Fire: CARBON MONOXIDE DETECTOR"
"WENDY WAY & MICHELE AVE;  SKIPPACK; 2020-01-19 @ 20:39:50",19473,"EMS: FALL VICTIM"
"GREEN ST & ROSEMONT AVE;  UPPER GWYNEDD; 2020-01-19 @ 20:42:32",19446,"EMS: FALL VICTIM"
"WASHINGTON LN & W CHURCH RD; CHELTENHAM; 2020-01-19 @ 21:01:01",19095,"Fire: FIRE ALARM"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-19 @ 21:03:21",19403,"EMS: ALTERED MENTAL STATUS"
"WASHINGTON LN & WELSH RD; LOWER MORELAND; 2020-01-19 @ 21:05:48",19006,"Traffic: VEHICLE ACCIDENT"
"HAWTHORNE CIR & DEAD END; WHITEMARSH; 2020-01-19 @ 21:19:12",19444,"Fire: FIRE INVESTIGATION"
"LOCUST ST & DOGWOOD DR;  NORRISTOWN; 2020-01-19 @ 21:23:19",19401,"EMS: ASSAULT VICTIM"
"BEECH DR & SPRUCE ST;  WEST NORRITON; 2020-01-19 @ 21:21:36",19403,"EMS: SUBJECT IN PAIN"
"SUMMER LN & E SUMMER LN;  CHESTER COUNTY; 2020-01-19 @ 21:34:29",19465,"EMS: DIABETIC EMERGENCY"
"KOHN ST & W OAK ST;  NORRISTOWN; 2020-01-19 @ 21:54:36",19401,"EMS: FALL VICTIM"
"BUTLER PIKE & HARNER DR; UPPER DUBLIN; 2020-01-19 @ 22:06:40",19002,"Fire: FIRE ALARM"
"2ND AVE & MAIN ST; ROYERSFORD; 2020-01-19 @ 22:14:24",19468,"Traffic: DISABLED VEHICLE"
"MAIN ST & SUSQUEHANNA AVE;  LANSDALE; 2020-01-19 @ 22:17:05",19446,"EMS: FRACTURE"
"BAKER ST & DEAD END;  LOWER PROVIDENCE; 2020-01-19 @ 22:17:37",19426,"EMS: FEVER"
"BRYCE LN & E SWEDESFORD RD;  UPPER MERION; 2020-01-19 @ 22:16:22",19406,"EMS: NAUSEA/VOMITING"
"GERMANTOWN PIKE AND LAUNFALL RD;  PLYMOUTH; 2020-01-19 @ 22:18:22",19462,"EMS: UNKNOWN MEDICAL EMERGENCY"
"SUSQUEHANNA RD & SPARK DR; UPPER DUBLIN; 2020-01-19 @ 22:18:05",19002,"Traffic: VEHICLE ACCIDENT"
"JODIE CT AND DEAD END;  UPPER HANOVER; 2020-01-19 @ 22:30:06",18073,"EMS: BACK PAINS/INJURY"
"MARIETTA DR & JOSEPH RD;  HORSHAM; 2020-01-19 @ 22:31:03",19002,"EMS: ABDOMINAL PAINS"
"MAIN ST & FULTON AVE;  TELFORD; 2020-01-19 @ 22:49:57",18969,"EMS: RESPIRATORY EMERGENCY"
"ROCK HILL RD & CONSHOHOCKEN STATE RD; LOWER MERION; 2020-01-19 @ 22:50:47",19004,"Fire: ELEVATOR EMERGENCY"
"RT422  & RAMP RT422 WB TO RT29; UPPER PROVIDENCE; 2020-01-19 @ 22:52:26",NA,"Traffic: DISABLED VEHICLE"
"WASHINGTON ST & KING ST;  POTTSTOWN; 2020-01-19 @ 22:59:15",19464,"EMS: SUBJECT IN PAIN"
"HOWARD ST & ELM ST; WEST POTTSGROVE; 2020-01-19 @ 22:57:33",19464,"Fire: WOODS/FIELD FIRE"
"WASHINGTON LN & W CHURCH RD;  CHELTENHAM; 2020-01-19 @ 23:05:29",19095,"EMS: RESPIRATORY EMERGENCY"
"OLD SCHUYLKILL RD & CONNECTING ROAD;  CHESTER COUNTY; 2020-01-19 @ 23:30:05",19087,"EMS: FALL VICTIM"
"SUMNEYTOWN PIKE & TOWAMENCIN AVE;  TOWAMENCIN; 2020-01-19 @ 23:40:00",19438,"EMS: UNKNOWN MEDICAL EMERGENCY"
"SUMNEYTOWN PIKE & FRANKLIN ST;  TOWAMENCIN; 2020-01-19 @ 23:40:00",19438,"EMS: UNKNOWN MEDICAL EMERGENCY"
"GULPH RD & W DEKALB PIKE;  UPPER MERION; 2020-01-19 @ 23:41:20",19406,"EMS: VEHICLE ACCIDENT"
"GULPH RD & W DEKALB PIKE; UPPER MERION; 2020-01-19 @ 23:42:43",19406,"Traffic: VEHICLE ACCIDENT"
"YOUNGS FORD LN & YOUNGS FORD RD; LOWER MERION; 2020-01-19 @ 23:41:23",19035,"Traffic: VEHICLE ACCIDENT"
"MOYERS BLVD & GOSLING DR; UPPER GWYNEDD; 2020-01-19 @ 23:55:32",19454,"Fire: FIRE ALARM"
"YOUNGS FORD RD & WILLIAMSON RD; LOWER MERION; 2020-01-19 @ 23:41:23",19035,"Traffic: VEHICLE ACCIDENT"
"CHEMICAL RD & GALLAGHER RD; PLYMOUTH; 2020-01-20 @ 00:02:02",19462,"Fire: FIRE ALARM"
"VIRGINIA DR & DELAWARE AVE; UPPER DUBLIN; 2020-01-20 @ 00:05:08",19034,"Traffic: HAZARDOUS ROAD CONDITIONS"
"HANOVER ST & TEMPLE RD; CHESTER COUNTY; 2020-01-20 @ 00:04:24",NA,"Traffic: VEHICLE ACCIDENT"
"VALLEY FORGE RD & MCAULIFFE LN; UPPER GWYNEDD; 2020-01-20 @ 00:11:04",19446,"Traffic: DISABLED VEHICLE"
"GAY ST & SPRUCE ST;  POTTSTOWN; 2020-01-20 @ 00:16:32",19464,"EMS: FALL VICTIM"
"4TH ST & ERIE AVE;  TELFORD; 2020-01-20 @ 00:50:16",18969,"EMS: ALTERED MENTAL STATUS"
"MAIN ST & NOBLE ST;  NORRISTOWN; 2020-01-20 @ 01:10:19",19401,"EMS: RESPIRATORY EMERGENCY"
"N FRONT ST;  CHELTENHAM; 2020-01-20 @ 01:27:08",19012,"EMS: UNCONSCIOUS SUBJECT"
"GAME FARM RD & PHEASANT RD; LIMERICK; 2020-01-20 @ 01:35:27",19473,"Traffic: HAZARDOUS ROAD CONDITIONS"
"PIONEER RD & GIBSON DR;  UPPER MORELAND; 2020-01-20 @ 01:58:13",19040,"EMS: ABDOMINAL PAINS"
"CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; 2020-01-20 @ 02:00:24",19151,"EMS: GENERAL WEAKNESS"
"RED LION RD AND MURRAY AVE;  LOWER MORELAND; 2020-01-20 @ 01:56:30",19006,"EMS: EMS SPECIAL SERVICE"
"BELMAR RD & EDWARD RD;  UPPER MORELAND; 2020-01-20 @ 02:01:47",19040,"EMS: CARDIAC EMERGENCY"
"STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; 2020-01-20 @ 02:02:53",19038,"EMS: SUBJECT IN PAIN"
"MT MORO RD & SPRING MILL LN; LOWER MERION; 2020-01-20 @ 02:25:21",19085,"Fire: FIRE ALARM"
"MILL RD & BETHLEHEM PIKE;  WHITEMARSH; 2020-01-20 @ 02:39:04",19031,"EMS: BACK PAINS/INJURY"
"MT MORO RD & SPRING MILL LN;  LOWER MERION; 2020-01-20 @ 02:45:57",19085,"EMS: BUILDING FIRE"
"SINGER WAY & E 8TH ST;  RED HILL; 2020-01-20 @ 02:52:31",18076,"EMS: HEMORRHAGING"
"MILL RD & NORTH DR;  UPPER PROVIDENCE; 2020-01-20 @ 02:59:17",19460,"EMS: NAUSEA/VOMITING"
"GRAYS LN & ORCHARD RD; LOWER MERION; 2020-01-20 @ 03:32:42",19041,"Traffic: VEHICLE ACCIDENT"
"GOSHEN RD & ZIEGLERVILLE RD;  LOWER FREDERICK; 2020-01-20 @ 03:47:28",19473,"EMS: ALTERED MENTAL STATUS"
"BERGER RD & GOSHEN RD;  LOWER FREDERICK; 2020-01-20 @ 03:47:28",19473,"EMS: ALTERED MENTAL STATUS"
"BUCHERT RD & LAUREL WAY;  LOWER POTTSGROVE; 2020-01-20 @ 03:55:49",19464,"EMS: GENERAL WEAKNESS"
"LEXINGTON CT & SENTINEL RDG;  WEST NORRITON; 2020-01-20 @ 04:13:59",19403,"EMS: BACK PAINS/INJURY"
"SUMNEYTOWN PIKE & CARROL RD; TOWAMENCIN; 2020-01-20 @ 04:07:06",19446,"Traffic: VEHICLE ACCIDENT"
"SUMNEYTOWN PIKE & BRIDLE PATH DR; TOWAMENCIN; 2020-01-20 @ 04:07:06",19446,"Traffic: VEHICLE ACCIDENT"
"BETHLEHEM PIKE & ARGYLE AVE;  AMBLER; 2020-01-20 @ 04:21:02",19002,"EMS: SUBJECT IN PAIN"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-20 @ 04:25:08",19403,"EMS: HEAD INJURY"
"BYBERRY RD;  LOWER MORELAND; 2020-01-20 @ 04:32:42",19006,"EMS: VEHICLE ACCIDENT"
"BYBERRY RD & PHILMONT AVE; LOWER MORELAND; 2020-01-20 @ 04:32:41",19006,"Traffic: VEHICLE ACCIDENT"
"HATFIELD PIKE & TOWNSHIP LINE RD;  FRANCONIA; 2020-01-20 @ 05:18:05",18969,"EMS: FALL VICTIM"
"SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-20 @ 05:21:00",19046,"EMS: BACK PAINS/INJURY"
"RIDGE PIKE AND GERMANTOWN PIKE;  LOWER PROVIDENCE; 2020-01-20 @ 05:30:30",19426,"EMS: HEAD INJURY"
"RIDGE; ; 2020-01-20 @ 05:44:12",18041,"EMS: ASSAULT VICTIM"
"RIDGE PIKE & GERMANTOWN PIKE;  LOWER PROVIDENCE; 2020-01-20 @ 05:44:12",19426,"EMS: ASSAULT VICTIM"
"VALLEY CT & 10TH ST; PENNSBURG; 2020-01-20 @ 06:14:13",18073,"Fire: FIRE ALARM"
"SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-20 @ 06:28:21",19046,"EMS: SUBJECT IN PAIN"
"GILBERTSVILLE RD & YODER AVE;  DOUGLASS; 2020-01-20 @ 06:31:45",19525,"EMS: SUBJECT IN PAIN"
"VILLAGE DR & S GODDARD BLVD; UPPER MERION; 2020-01-20 @ 06:36:32",19406,"Fire: FIRE ALARM"
"EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; 2020-01-20 @ 06:46:07",19464,"EMS: SUBJECT IN PAIN"
"SUNNYBROOK RD & E HIGH ST;  LOWER POTTSGROVE; 2020-01-20 @ 06:47:09",19464,"EMS: CARDIAC ARREST"
"STONEY CREEK RD & BROOKSIDE RD;  EAST NORRITON; 2020-01-20 @ 06:48:18",19401,"EMS: FALL VICTIM"
"SUNNYBROOK RD & E HIGH ST; LOWER POTTSGROVE; 2020-01-20 @ 06:47:16",19464,"Fire: CARDIAC ARREST"
"TRENT RD;  LOWER MERION; 2020-01-20 @ 06:53:42",19096,"EMS: CVA/STROKE"
"ELIZABETHS CT & HEMMINGWAY DR;  MONTGOMERY; 2020-01-20 @ 07:04:03",19454,"EMS: HEMORRHAGING"
"MILL RD & LAURIER PL; DELAWARE COUNTY; 2020-01-20 @ 07:23:23",19010,"Fire: FIRE ALARM"
"BETHLEHEM PIKE & LENHART RD;  HATFIELD TOWNSHIP; 2020-01-20 @ 07:27:18",18915,"EMS: SEIZURES"
"VALLEY CT & 10TH ST;  PENNSBURG; 2020-01-20 @ 07:33:04",18073,"EMS: UNCONSCIOUS SUBJECT"
"MALCOLM DR & WOODLAND RD;  UPPER DUBLIN; 2020-01-20 @ 07:40:27",19025,"EMS: CVA/STROKE"
"HORSHAM RD & PROGRESS DR; HORSHAM; 2020-01-20 @ 07:41:34",19044,"Traffic: VEHICLE ACCIDENT"
"MULBERRY LN & MAGNOLIA DR;  NEW HANOVER; 2020-01-20 @ 07:50:36",19525,"EMS: CARDIAC ARREST"
"MORRIS RD & SCHOOL RD;  WHITPAIN; 2020-01-20 @ 07:53:38",19422,"EMS: FALL VICTIM"
"GARDEN AVE & CEDAR AVE;  HORSHAM; 2020-01-20 @ 07:52:09",19044,"EMS: RESPIRATORY EMERGENCY"
"WELSH RD & CARSON TER; LOWER MORELAND; 2020-01-20 @ 07:55:42",19006,"Traffic: DISABLED VEHICLE"
"ORVILLA RD & INDEPENDENCE WAY; HATFIELD TOWNSHIP; 2020-01-20 @ 07:53:47",19440,"Traffic: HAZARDOUS ROAD CONDITIONS"
"WELSH RD & LOWER STATE RD; HORSHAM; 2020-01-20 @ 07:56:31",19002,"Traffic: DISABLED VEHICLE"
"BETHLEHEM PIKE & ARGYLE AVE;  AMBLER; 2020-01-20 @ 07:57:30",19002,"EMS: ALTERED MENTAL STATUS"
"FITZWATERTOWN RD;  ABINGTON; 2020-01-20 @ 08:00:47",NA,"EMS: BUILDING FIRE"
"FITZWATERTOWN RD; ABINGTON; 2020-01-20 @ 08:00:37",NA,"Fire: BUILDING FIRE"
"NIANTIC RD & LONE PINE RD;  DOUGLASS; 2020-01-20 @ 08:09:30",19504,"EMS: FALL VICTIM"
"BUCK RD AND TOMLINSON RD; BRYN ATHYN; 2020-01-20 @ 08:09:50",19009,"Traffic: DISABLED VEHICLE"
"WELSH RD & BELL RUN BLVD; MONTGOMERY; 2020-01-20 @ 08:06:41",19454,"Traffic: VEHICLE ACCIDENT"
"COULTER AVE & ST JAMES PL;  LOWER MERION; 2020-01-20 @ 08:14:03",19003,"EMS: HEAD INJURY"
"MAIN ST & MILL ST;  NORRISTOWN; 2020-01-20 @ 08:15:22",19401,"EMS: SUBJECT IN PAIN"
"SCHUYLKILL RD AND COYNE ALY;  CHESTER COUNTY; 2020-01-20 @ 08:14:31",19465,"EMS: UNCONSCIOUS SUBJECT"
"FARMVIEW RD & FRANKLIN LN;  UPPER DUBLIN; 2020-01-20 @ 08:12:19",19002,"EMS: SYNCOPAL EPISODE"
"MEADOWVIEW DR & JUNIPER ST; UPPER POTTSGROVE; 2020-01-20 @ 08:19:24",19464,"Fire: CARDIAC ARREST"
"MEADOWVIEW DR & JUNIPER ST;  UPPER POTTSGROVE; 2020-01-20 @ 08:17:32",19464,"EMS: CARDIAC ARREST"
"CLEMENS RD & FORTY FOOT RD;  HATFIELD TOWNSHIP; 2020-01-20 @ 08:25:07",19440,"EMS: RESPIRATORY EMERGENCY"
"LIMEKILN PIKE & RT309 EXPY SB;  CHELTENHAM; 2020-01-20 @ 08:30:33",NA,"EMS: ALTERED MENTAL STATUS"
"EDGE HILL RD & LIMEKILN PIKE;  ABINGTON; 2020-01-20 @ 08:31:33",19038,"EMS: RESPIRATORY EMERGENCY"
"MORRIS RD & DEKALB PIKE;  WHITPAIN; 2020-01-20 @ 08:35:39",19422,"EMS: RESPIRATORY EMERGENCY"
"CLEMENS RD & FORTY FOOT RD;  HATFIELD TOWNSHIP; 2020-01-20 @ 08:27:27",19440,"EMS: RESPIRATORY EMERGENCY"
"GERLOFF RD & YERGER RD; LOWER FREDERICK; 2020-01-20 @ 08:35:59",19473,"Traffic: VEHICLE ACCIDENT"
"GERLOFF RD & YERGER RD; LOWER FREDERICK; 2020-01-20 @ 08:44:34",19473,"Fire: VEHICLE ACCIDENT"
"COUNTY LINE RD & MEETINGHOUSE RD;  HORSHAM; 2020-01-20 @ 08:45:25",19040,"EMS: CVA/STROKE"
"NEW HOPE ST & MARIELLE LN;  PLYMOUTH; 2020-01-20 @ 08:43:38",19401,"EMS: UNRESPONSIVE SUBJECT"
"WELSH RD & CHAPEL HL W; HORSHAM; 2020-01-20 @ 08:45:49",19002,"Traffic: DISABLED VEHICLE"
"WARMINSTER RD & SURREY LN; UPPER MORELAND; 2020-01-20 @ 08:55:48",19040,"Traffic: DISABLED VEHICLE"
"2ND ST & LUMBER ST;  NORTH WALES; 2020-01-20 @ 09:10:49",19454,"EMS: RESPIRATORY EMERGENCY"
"5TH AVE & HARRY ST;  CONSHOHOCKEN; 2020-01-20 @ 09:19:55",19428,"EMS: GENERAL WEAKNESS"
"BEIDLER RD & SARATOGA RD;  UPPER MERION; 2020-01-20 @ 09:28:33",19406,"EMS: SUBJECT IN PAIN"
"ARBORDALE CIR & BENNINGTON DR; SKIPPACK; 2020-01-20 @ 09:29:17",19473,"Fire: FIRE ALARM"
"TOMLINSON RD & PHILMONT AVE; LOWER MORELAND; 2020-01-20 @ 09:27:22",19006,"Fire: FIRE INVESTIGATION"
"1ST AVE & E MAIN ST; COLLEGEVILLE; 2020-01-20 @ 09:28:17",19426,"Traffic: DISABLED VEHICLE"
"NORRISTOWN RD & TENNIS AVE;  LOWER GWYNEDD; 2020-01-20 @ 09:33:34",19002,"EMS: ALTERED MENTAL STATUS"
