"desc","zip","title"
"7/13/2019 19:58, FRANKLIN ST, TOWAMENCIN, Station 345B",19438,"EMS: VEHICLE ACCIDENT"
"7/13/2019 20:13, ACCOMAC RD & W CHURCH RD, CHELTENHAM, Station 358A",19095,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/13/2019 20:19, MEADOWBROOK DR & HUNTINGDON PIKE, ABINGTON, Station 382",19006,"EMS: OVERDOSE"
"7/13/2019 20:18, BRANDYWINE LN & W DEKALB PIKE, UPPER MERION",19406,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:23, SPRUCE ST & BRINGHURST ALY, NORRISTOWN, Station 308A",19401,"EMS: DIZZINESS"
"7/13/2019 20:21, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: FALL VICTIM"
"7/13/2019 20:30, COUNTY LINE RD & NORRISTOWN RD, HORSHAM, Station 352",18974,"EMS: CARDIAC EMERGENCY"
"7/13/2019 20:29, PENLLYN PIKE & FOXFIELD RD, LOWER GWYNEDD, Station 351",19002,"EMS: SUBJECT IN PAIN"
"7/13/2019 20:28, BREADY RD & PENNYPACK CIR, UPPER MORELAND, Station 384",19040,"EMS: HEAD INJURY"
"7/13/2019 20:26, MERION DR & LIMERICK CENTER RD, LIMERICK, Station 324A",19468,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/13/2019 20:41, RAMP I76 EB TO RT422 WB & RAMP I76 TO SWEDESFORD RD, CHELTENHAM",NA,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:43, E INNER LINE DR & GULPH RD, UPPER MERION",19460,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:43, E INNER LINE DR & GULPH RD, UPPER MERION",19460,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:41, RAMP I76 EB TO RT422 WB & RAMP I76 TO SWEDESFORD RD, UPPER MERION",NA,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:49, KNOCK N KNOLL CIR & EASTON RD, UPPER MORELAND, Station 381",19090,"EMS: BUILDING FIRE"
"7/13/2019 20:46, KNOCK N KNOLL CIR & EASTON RD, UPPER MORELAND, Station 10",19090,"Fire: BUILDING FIRE"
"7/13/2019 20:47, GREYCLIFFE LN & DEKALB PIKE, LOWER GWYNEDD, Station 62",19002,"Fire: CARBON MONOXIDE DETECTOR"
"7/13/2019 20:49, N TOWAMENCIN AVE, LANSDALE, Station 14",19446,"Fire: UNKNOWN TYPE FIRE"
"7/13/2019 20:54, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: CVA/STROKE"
"7/13/2019 20:52, E CITY AVE & CONSHOHOCKEN STATE RD, LOWER MERION",19004,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 20:56, CHERRY HILL LN & CHESTNUT HILL RD, CHESTER COUNTY, Station 3A84",19465,"EMS: ASSAULT VICTIM"
"7/13/2019 20:59, OLD YORK RD & WHEATSHEAF LN, ABINGTON, Station 100",19001,"Fire: ELEVATOR EMERGENCY"
"7/13/2019 20:56, WILSON AVE & RURALSIDE AVE, CHELTENHAM, Station 358A",19038,"EMS: OVERDOSE"
"7/13/2019 21:03, GERMANTOWN PIKE, PLYMOUTH, Station 308",19462,"EMS: GENERAL WEAKNESS"
"7/13/2019 20:41, RAMP I76 EB TO RT422 WB & RAMP I76 TO SWEDESFORD RD, LOWER MERION",NA,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 21:01, FREEDLEY ST & PINE ST, NORRISTOWN, Station 27",19401,"Fire: GAS-ODOR/LEAK"
"7/13/2019 21:15, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 1",19095,"Fire: FIRE ALARM"
"7/13/2019 21:14, BUTLER PIKE & NESBITT RD, HORSHAM, Station 352A",19002,"EMS: SEIZURES"
"7/13/2019 21:13, KING ST & PENN ST, POTTSTOWN, Station 69",19464,"Fire: FIRE ALARM"
"7/13/2019 21:19, BRYN MAWR AVE & BIRCHES LN, DELAWARE COUNTY, Station 23",19010,"Fire: FIRE INVESTIGATION"
"7/13/2019 21:17, MAIN ST & CENTRAL AVE, SOUDERTON, Station 339",18964,"EMS: FEVER"
"7/13/2019 21:18, NORRISTOWN RD & TENNIS AVE, LOWER GWYNEDD, Station 7",19002,"Fire: FIRE ALARM"
"7/13/2019 20:41, RAMP I76 EB TO RT422 WB & RAMP I76 TO SWEDESFORD RD, UPPER MORELAND",NA,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 21:25, AVON RD & AVONWOOD RD, LOWER MERION, Station 23",19041,"Fire: FIRE ALARM"
"7/13/2019 21:24, GERMANTOWN PIKE & ATRIUM WAY, PLYMOUTH, Station 308",19462,"EMS: RESPIRATORY EMERGENCY"
"7/13/2019 21:36, CHEMICAL RD & GALLAGHER RD, PLYMOUTH, Station 43",19462,"Fire: GAS-ODOR/LEAK"
"7/13/2019 21:37, SPRING MILL AVE & E 8TH AVE, CONSHOHOCKEN, Station 313A",19428,"EMS: GENERAL WEAKNESS"
"7/13/2019 21:44, BUCHERT RD & N KEIM ST, LOWER POTTSGROVE, Station 59",19464,"Fire: GAS-ODOR/LEAK"
"7/13/2019 21:48, TENNIS AVE & JEFFERSON AVE, ABINGTON, Station 383",19038,"EMS: CARDIAC EMERGENCY"
"7/13/2019 21:50, CHELTENHAM AVE & 7 OAKS DR, CHELTENHAM",19012,"Traffic: DISABLED VEHICLE -"
"7/13/2019 21:55, MARYLAND RD & COMMERCE AVE, UPPER MORELAND, Station 384",19090,"EMS: CHOKING"
"7/13/2019 21:54, STOTESBURY AVE & PAPER MILL RD, SPRINGFIELD, Station 351A",19038,"EMS: HEAD INJURY"
"7/13/2019 21:53, TOWNSHIP LINE RD & 10TH AVE, LIMERICK, Station 325",19468,"EMS: SYNCOPAL EPISODE"
"7/13/2019 21:57, MARYLAND RD & COMMERCE AVE, UPPER MORELAND, Station 10",19090,"Fire: FIRE SPECIAL SERVICE"
"7/13/2019 22:05, BARRY AVE & RIDGE PIKE, LOWER PROVIDENCE, Station 322",19403,"EMS: ASSAULT VICTIM"
"7/13/2019 22:02, TROOPER RD & TURN LANE, LOWER PROVIDENCE, Station 322A",19403,"EMS: SEIZURES"
"7/13/2019 22:12, MANATAWNY ST & GROSSTOWN RD, WEST POTTSGROVE",19464,"Traffic: ROAD OBSTRUCTION -"
"7/13/2019 22:12, EASTON RD & MILDRED AVE, ABINGTON, Station 381",19001,"EMS: SYNCOPAL EPISODE"
"7/13/2019 22:17, MANATAWNY ST & GROSSTOWN RD, WEST POTTSGROVE, Station 57",19464,"Fire: FIRE POLICE NEEDED"
"7/13/2019 22:16, SKIPPACK PIKE & PENLLYN BLUE BELL PIKE, WHITPAIN, Station 385",19422,"EMS: FALL VICTIM"
"7/13/2019 22:20, DEHAVEN AVE & BEECH ST, WEST CONSHOHOCKEN, Station 313A",NA,"EMS: UNRESPONSIVE SUBJECT"
"7/13/2019 22:22, MURRAY RD & HUNTINGDON PIKE, LOWER MORELAND, Station 355",19006,"EMS: CHOKING"
"7/13/2019 22:27, HUNTINGDON PIKE & CALVIN RD, LOWER MORELAND, Station 355",19006,"EMS: RESPIRATORY EMERGENCY"
"7/13/2019 22:27, RT100 SB & PINE FORD RD UNDERPASS, UPPER POTTSGROVE",NA,"Traffic: DISABLED VEHICLE -"
"7/13/2019 22:40, SANDY ST & TREMONT AVE, NORRISTOWN, Station 308A",19401,"EMS: RESPIRATORY EMERGENCY"
"7/13/2019 22:49, OLD DOUGLASS DR & MARYS LN, BERKS COUNTY",19518,"EMS: RESPIRATORY EMERGENCY"
"7/13/2019 22:50, LANCASTER AVE & CITY AVE, LOWER MERION",19151,"Traffic: VEHICLE ACCIDENT -"
"7/13/2019 23:10, HUNTINGDON PIKE & OLD HUNTINGDON PIKE, ABINGTON, Station 382",19046,"EMS: SUBJECT IN PAIN"
"7/13/2019 23:10, SOUDERTON POOL, ABINGTON",18964,"Traffic: DISABLED VEHICLE -"
"7/13/2019 23:12, LINE ST & COWPATH RD, HATFIELD TOWNSHIP, Station 345",19446,"EMS: SUBJECT IN PAIN"
"7/13/2019 23:10, WILE AVE & UNNAMED ALY, SOUDERTON",18964,"Traffic: DISABLED VEHICLE -"
"7/13/2019 23:19, HEATHER RD & HILLCROFT RD, LOWER MORELAND, Station 8",19006,"Fire: UNKNOWN TYPE FIRE"
"7/13/2019 23:35, CRESCENT WAY & CRESCENT LN, FRANCONIA, Station 344",19438,"EMS: FALL VICTIM"
"7/13/2019 23:36, OLD YORK RD & ADAMS AVE, ABINGTON",19001,"Traffic: DISABLED VEHICLE -"
"7/13/2019 23:50, TELFORD PIKE & W BROAD ST, FRANCONIA, Station 339",18969,"EMS: UNRESPONSIVE SUBJECT"
"7/14/2019 0:00, ACORN ST & N TOWAMENCIN AVE, LANSDALE, Station 345",19446,"EMS: SUBJECT IN PAIN"
"7/13/2019 23:57, BELVOIR RD & GALLAGHER RD, PLYMOUTH, Station 308",19462,"EMS: UNCONSCIOUS SUBJECT"
"7/14/2019 0:00, WYNLYN RD & DEAD END, LOWER MERION",NA,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 0:12, ANITA RD & MT AIRY RD, SKIPPACK, Station 336",19426,"EMS: OVERDOSE"
"7/14/2019 0:19, MONTGOMERY AVE & W MAIN ST, WEST NORRITON, Station 308B",19403,"EMS: HEAD INJURY"
"7/14/2019 0:25, CYPRESS ST & WEBSTER AVE, LANSDALE, Station 14",19446,"Fire: FIRE INVESTIGATION"
"7/14/2019 0:30, FRANKLIN ST & JEFFERSON AVE, POTTSTOWN, Station 329",19464,"EMS: ABDOMINAL PAINS"
"7/14/2019 0:27, COOKE LN & CEDAR LN, NORRISTOWN, Station 308A",19401,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 0:28, PRUSS HILL RD & MASTERS DR, LIMERICK",19464,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 0:32, WISSAHICKON AVE & ROSE LN, SPRINGFIELD, Station 351A",19031,"EMS: HEAD INJURY"
"7/14/2019 0:37, MARLBROOK LN & BRAEBURN TER, UPPER GWYNEDD, Station 345B",19446,"EMS: FALL VICTIM"
"7/14/2019 0:41, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 308",19401,"EMS: HEAD INJURY"
"7/14/2019 0:49, LAFAYETTE ST & SWEDE ST, NORRISTOWN, Station 308A",19401,"EMS: OVERDOSE"
"7/14/2019 0:48, THE FAIRWAY  & RYDAL RD, ABINGTON, Station 382",19046,"EMS: CARDIAC EMERGENCY"
"7/14/2019 0:55, DAVISVILLE RD & PENNYPACK RD, UPPER MORELAND, Station 381",19040,"EMS: UNCONSCIOUS SUBJECT"
"7/14/2019 1:10, HILLSIDE AVE & FLORENCE AVE, JENKINTOWN, Station 382",19046,"EMS: FALL VICTIM"
"7/14/2019 1:13, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 308",19401,"EMS: HEAD INJURY"
"7/14/2019 1:25, BETHLEHEM PIKE & TAYLOR RD, MONTGOMERY, Station 345",19446,"EMS: UNCONSCIOUS SUBJECT"
"7/14/2019 1:56, STUMP RD & HORSHAM RD, MONTGOMERY, Station 345A",19454,"EMS: SEIZURES"
"7/14/2019 2:14, HOBBY HORSE HL & HUNT SEAT DR, LOWER GWYNEDD, Station 351",19002,"EMS: CARDIAC EMERGENCY"
"7/14/2019 2:38, RT422 BYP & RAMP S GROSSTOWN RD TO RT422 WB, WEST POTTSGROVE",19464,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 2:42, MAIN ST & POTTS AVE, WEST NORRITON, Station 308B",19403,"EMS: ASSAULT VICTIM"
"7/14/2019 2:47, CHELTENHAM AVE & E UPSAL ST, CHELTENHAM, Station 358A",19150,"EMS: UNCONSCIOUS SUBJECT"
"7/14/2019 3:00, GEORGE ST & W ELM ST, NORRISTOWN",19401,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 3:29, W CITY AVE & BRYN MAWR AVE, LOWER MERION",19004,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 3:58, OLD YORK RD, CHELTENHAM, Station 3",NA,"Fire: UNKNOWN TYPE FIRE"
"7/14/2019 4:01, EASTON RD & MT VERNON DR, ABINGTON, Station 383",19038,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 4:19, EASTON RD & MT VERNON DR, ABINGTON, Station 300",19038,"Fire: CARDIAC ARREST"
"7/14/2019 4:30, RIDGE PIKE & NORTHWESTERN AVE, SPRINGFIELD, Station 318",19128,"EMS: SEIZURES"
"7/14/2019 4:31, HIGH ST & N WARREN ST, POTTSTOWN, Station 329",19464,"EMS: FALL VICTIM"
"7/14/2019 4:36, BUTTONWOOD ST & W OAK ST, NORRISTOWN, Station 308A",19401,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 4:41, MARSHALL ST & N MONTGOMERY AVE, WEST NORRITON, Station 308B",19403,"EMS: ASSAULT VICTIM"
"7/14/2019 4:45, VETERANS DR & BROWN DR, CHESTER COUNTY",19475,"EMS: ABDOMINAL PAINS"
"7/14/2019 4:46, 2ND AVE & 3RD AVE, LOWER FREDERICK",19473,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 4:45, 2ND AVE & 3RD AVE, LOWER FREDERICK",19473,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 4:49, NEW SECOND ST & E CHURCH RD, CHELTENHAM, Station 3",19027,"Fire: FIRE ALARM"
"7/14/2019 4:59, MARIELLE LN & MEGANN CT, EAST NORRITON, Station 308",19401,"EMS: HEMORRHAGING"
"7/14/2019 5:02, WILLOW DR & SPRUCE DR, HATFIELD TOWNSHIP, Station 345",19440,"EMS: CVA/STROKE"
"7/14/2019 5:11, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 358A",19095,"EMS: HEAD INJURY"
"7/14/2019 5:27, WISSAHICKON AVE & ROSE LN, SPRINGFIELD, Station 351A",19031,"EMS: CARDIAC EMERGENCY"
"7/14/2019 5:33, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 1",19095,"Fire: FIRE ALARM"
"7/14/2019 5:56, VALLEY FORGE RD & GENERAL STEUBEN RD, UPPER MERION, Station 356",19406,"EMS: SUBJECT IN PAIN"
"7/14/2019 6:20, BUCHERT RD & N KEIM ST, LOWER POTTSGROVE, Station 59",19464,"Fire: FIRE INVESTIGATION"
"7/14/2019 6:29, COTTMAN AVE & CHURCH RD, CHELTENHAM",19095,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 6:37, COTTMAN AVE & CHURCH RD, CHELTENHAM",19095,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 6:42, COTTMAN AVE, CHELTENHAM, Station 358",19012,"EMS: VEHICLE ACCIDENT"
"7/14/2019 6:44, COTTMAN AVE & CHURCH RD, CHELTENHAM",19095,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 6:51, MAIN ST & OLD SUMNEYTOWN PIKE, LOWER SALFORD, Station 344",19438,"EMS: FALL VICTIM"
"7/14/2019 7:00, WYNDHAM WOODS WAY & OAK PARK RD, HATFIELD TOWNSHIP, Station 345",19440,"EMS: BACK PAINS/INJURY"
"7/14/2019 7:01, COUNTY LINE RD, DELAWARE COUNTY, Station 23",19041,"Fire: ELECTRICAL FIRE OUTSIDE"
"7/14/2019 7:16, GREEN, , Station 308A",18054,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/14/2019 7:16, GREEN ST & E MARSHALL ST, NORRISTOWN, Station 308A",19401,"EMS: UNKNOWN MEDICAL EMERGENCY"
"7/14/2019 7:36, MERBROOK LN & MERBROOK BND, LOWER MERION, Station 313",19066,"EMS: NAUSEA/VOMITING"
"7/14/2019 7:40, SPRUCE RD & PENN OAK RD, SPRINGFIELD, Station 351A",19031,"EMS: FALL VICTIM"
"7/14/2019 7:43, LOCUST ST & DOGWOOD DR, NORRISTOWN, Station 308A",19401,"EMS: DIABETIC EMERGENCY"
"7/14/2019 7:49, UPPER RIDGE RD & PRICE RD, MARLBOROUGH, Station 344A",18073,"EMS: ASSAULT VICTIM"
"7/14/2019 7:57, MAIN ST & POTTS AVE, WEST NORRITON, Station 308B",19403,"EMS: ASSAULT VICTIM"
"7/14/2019 8:02, COLLEGEVILLE RD & ARCOLA RD, UPPER PROVIDENCE, Station 324",19426,"EMS: HEAD INJURY"
"7/14/2019 8:09, TIMBERFARE CIR & JOLLY RD, PLYMOUTH, Station 308",19462,"EMS: SUBJECT IN PAIN"
"7/14/2019 8:10, LAFAYETTE ST & SWEDE ST, NORRISTOWN, Station 308A",19401,"EMS: ABDOMINAL PAINS"
"7/14/2019 8:15, EVERGREEN RD & W LIGHTCAP RD, LOWER POTTSGROVE, Station 329",19464,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 8:13, DAVISVILLE RD & PENNYPACK RD, UPPER MORELAND, Station 381",19040,"EMS: CVA/STROKE"
"7/14/2019 8:16, LAFAYETTE ST & SWEDE ST, NORRISTOWN, Station 308A",19401,"EMS: HEAD INJURY"
"7/14/2019 8:22, MAIN ST & OLD SUMNEYTOWN PIKE, LOWER SALFORD, Station 344",19438,"EMS: FALL VICTIM"
"7/14/2019 8:26, EVERGREEN RD & W LIGHTCAP RD, LOWER POTTSGROVE, Station 329",19464,"EMS: UNCONSCIOUS SUBJECT"
"7/14/2019 8:27, FARMINGTON AVE & N YORK ST, POTTSTOWN, Station 329",19464,"EMS: CARDIAC EMERGENCY"
"7/14/2019 8:29, FOREST AVE & WALNUT LN, AMBLER, Station 351",19002,"EMS: SEIZURES"
"7/14/2019 8:48, OLD FORT RD & COUNTRY LN, UPPER MERION, Station 47",19406,"Fire: CARBON MONOXIDE DETECTOR"
"7/14/2019 8:53, BUTLER AVE & E RACE ST, AMBLER",19002,"Traffic: HAZARDOUS ROAD CONDITIONS -"
"7/14/2019 8:59, RIDGE PIKE & NORTHWESTERN AVE, SPRINGFIELD, Station 318",19128,"EMS: ALTERED MENTAL STATUS"
"7/14/2019 9:00, BELMONT AVE & JEFFERSON ST, LOWER MERION",19004,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 9:05, TOWN CENTER RD, UPPER MERION, Station 356",19406,"EMS: ASSAULT VICTIM"
"7/14/2019 9:02, MAIN ST & OLD SUMNEYTOWN PIKE, LOWER SALFORD, Station 344",19438,"EMS: CARDIAC EMERGENCY"
"7/14/2019 9:05, PHILMONT AVE & WOODLAND CIR, LOWER MORELAND",19006,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 9:07, ALLENTOWN RD & WOODLAWN DR, TOWAMENCIN, Station 345B",19446,"EMS: CHOKING"
"7/14/2019 9:13, RUSCOMBE AVE & CHESTNUT AVE, ABINGTON, Station 383",19038,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 9:37, HARTS LN, WHITEMARSH, Station 29",NA,"Fire: GAS-ODOR/LEAK"
"7/14/2019 9:38, RIDGE PIKE & BUTLER PIKE, PLYMOUTH",19428,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 9:46, BUTLER AVE & N WASHINGTON ST, POTTSTOWN, Station 329",19464,"EMS: DIZZINESS"
"7/14/2019 10:00, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 358A",19095,"EMS: HEAD INJURY"
"7/14/2019 9:57, SHANNONDELL DR & SHANNONDELL BLVD, LOWER PROVIDENCE, Station 322A",19403,"EMS: HEAD INJURY"
"7/14/2019 10:04, CHARLOTTE ST & NIGHTINGALE ST, POTTSTOWN, Station 329B",19464,"EMS: CVA/STROKE"
"7/14/2019 10:04, CAMP HILL RD & HELLER WAY, UPPER DUBLIN",19034,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:06, NORRISTOWN RD & TENNIS AVE, LOWER GWYNEDD, Station 351",19002,"EMS: ABDOMINAL PAINS"
"7/14/2019 10:14, ELROY RD & BECK RD, FRANCONIA, Station 339",18964,"EMS: SEIZURES"
"7/14/2019 10:13, FITZWATERTOWN RD & MORELAND RD, UPPER MORELAND",19090,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 10:17, 2ND AVE & STINE DR, COLLEGEVILLE, Station 324",19426,"EMS: GENERAL WEAKNESS"
"7/14/2019 10:22, PASTURE LN & POND LN, LOWER MERION, Station 313A",19010,"EMS: HEMORRHAGING"
"7/14/2019 10:33, MASTERS DR & PUTTER LN, LIMERICK, Station 54",19464,"Fire: FIRE SPECIAL SERVICE"
"7/14/2019 10:34, COLWELL LN & PLEASANT VALLEY DR, PLYMOUTH, Station 308",19428,"EMS: DEHYDRATION"
"7/14/2019 10:32, E JOHNSON HWY & DEKALB PIKE, EAST NORRITON",19401,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:38, POWELL ST & E LOGAN ST, NORRISTOWN, Station 308A",19401,"EMS: ASSAULT VICTIM"
"7/14/2019 10:41, DEER RUN RD & COBDEN RD, CHELTENHAM, Station 1",19038,"Fire: FIRE ALARM"
"7/14/2019 10:45, LAKE LN & SEMINARY ST, PENNSBURG, Station 369",18073,"EMS: GENERAL WEAKNESS"
"7/14/2019 10:44, PENNSYLVANIA TPKE & DAVISVILLE RD OVERPASS, UPPER MORELAND",19040,"Traffic: DISABLED VEHICLE -"
"7/14/2019 10:49, BROAD ST & E 7TH ST, LANSDALE, Station 345",19446,"EMS: DIZZINESS"
"7/14/2019 10:48, 5TH ST & BITTING ALY, RED HILL, Station 369",18076,"EMS: FALL VICTIM"
"7/14/2019 10:51, MELVIN RD & CEDAR LN, FRANCONIA",18969,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:55, BLAIR MILL RD & UPLAND AVE, HORSHAM, Station 352",19044,"EMS: ALTERED MENTAL STATUS"
"7/14/2019 10:54, EXTENSION PENNSYLVANIA TPKE & DEKALB PIKE ACCESS GATE, WHITPAIN, Station 308",NA,"EMS: VEHICLE ACCIDENT"
"7/14/2019 10:54, EXTENSION PENNSYLVANIA TPKE & DEKALB PIKE ACCESS GATE, WHITPAIN, Station 33",NA,"Fire: VEHICLE ACCIDENT"
"7/14/2019 10:53, CIRCLE DR & SERVICE ST, NORRISTOWN, Station 308A",19403,"EMS: ABDOMINAL PAINS"
"7/14/2019 10:52, EDWARD RD & BELMAR RD, UPPER MORELAND, Station 384",19040,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 10:52, MONTROSE AVE & W LANCASTER AVE, LOWER MERION",19010,"Traffic: DISABLED VEHICLE -"
"7/14/2019 10:55, MONTGOMERY AVE & PEMBROKE RD, LOWER MERION",19004,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 10:54, COWPATH RD & CHAPMAN CIR, HATFIELD TOWNSHIP",19440,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:55, EXTENSION PENNSYLVANIA TPKE & DEKALB PIKE ACCESS GATE, WHITPAIN",NA,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:58, PARKSIDE PL & KEYSTONE DR, UPPER GWYNEDD, Station 345B",NA,"EMS: ALTERED MENTAL STATUS"
"7/14/2019 10:56, BETHLEHEM PIKE & NORTH WALES RD, MONTGOMERY",19454,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 10:58, PARKSIDE PL & CENTER ST, UPPER GWYNEDD, Station 345B",19454,"EMS: ALTERED MENTAL STATUS"
"7/14/2019 10:59, SPRUCE RD & WILLOW LN, WHITEMARSH, Station 29",19002,"Fire: FIRE ALARM"
"7/14/2019 11:04, HEPBURN DR & MT MORO RD, LOWER MERION",19085,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 11:03, EGYPT RD & PAWLINGS RD, LOWER PROVIDENCE",19403,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 11:14, EXTENSION PENNSYLVANIA TPKE & MORRIS RD OVERPASS, UPPER GWYNEDD, Station 33",NA,"Fire: VEHICLE ACCIDENT"
"7/14/2019 11:15, EXTENSION PENNSYLVANIA TPKE & MORRIS RD OVERPASS, UPPER GWYNEDD",NA,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 11:20, HORSHAM RD & GREEN TREE TAVERN RD, HORSHAM, Station 352A",19454,"EMS: ABDOMINAL PAINS"
"7/14/2019 11:16, SPRING GARDEN ST & TENNIS AVE, AMBLER, Station 351",19002,"EMS: GENERAL WEAKNESS"
"7/14/2019 11:21, PATTERSON AVE & HAINES RD, EAST NORRITON, Station 308",19401,"EMS: FALL VICTIM"
"7/14/2019 11:29, GERMANTOWN PIKE & HANNAH AVE, EAST NORRITON, Station 308",19401,"EMS: FALL VICTIM"
"7/14/2019 11:30, KEITH VALLEY RD & HORSHAM RD, HORSHAM",19002,"Traffic: DISABLED VEHICLE -"
"7/14/2019 11:29, CVS, WHITEMARSH",19462,"Traffic: DISABLED VEHICLE -"
"7/14/2019 11:30, SHEAFF LN & WILLIAMS RD, WHITEMARSH",19034,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 11:26, DEKALB PIKE & E GERMANTOWN PIKE, EAST NORRITON",19401,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 11:32, HEPBURN DR & MT MORO RD, LOWER MERION",19085,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 11:29, ROCK HILL RD & CONSHOHOCKEN STATE RD, LOWER MERION",19004,"Traffic: DISABLED VEHICLE -"
"7/14/2019 11:35, BLUEROUTE  & RAMP I476 NB TO I76 EB, WEST CONSHOHOCKEN",NA,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 11:43, BROAD ST & E 6TH ST, LANSDALE, Station 345",19446,"EMS: NAUSEA/VOMITING"
"7/14/2019 11:49, BETHLEHEM PIKE & NORTH WALES RD, MONTGOMERY, Station 345A",19454,"EMS: VEHICLE ACCIDENT"
"7/14/2019 11:49, ARMAND HAMMER BLVD & INDUSTRIAL HWY, LOWER POTTSGROVE",19464,"Traffic: ROAD OBSTRUCTION -"
"7/14/2019 11:51, GODDARD BLVD & VALLEY GREEN LN, UPPER MERION, Station 356",19406,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 11:54, EAGLEVILLE RD & SUNDERLAND DR, LOWER PROVIDENCE, Station 322",19403,"EMS: DEHYDRATION"
"7/14/2019 11:54, BETHLEHEM PIKE & WALNUT ST, HATFIELD TOWNSHIP",18915,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 11:58, BLACK ROCK RD & S TRAPPE RD, UPPER PROVIDENCE, Station 325",19468,"EMS: ALTERED MENTAL STATUS"
"7/14/2019 12:00, MAIN ST & S PENN ST, CHESTER COUNTY, Station 3A84",19465,"EMS: SUBJECT IN PAIN"
"7/14/2019 12:04, JASPER RD & GEORGE DR, UPPER MERION, Station 356",19406,"EMS: HEAT EXHAUSTION"
"7/14/2019 12:05, RUBICAM AVE & RESERVOIR AVE, ABINGTON, Station 381",19090,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 12:05, HARDING BLVD & COOLIDGE BLVD, NORRISTOWN, Station 308A",19401,"EMS: SYNCOPAL EPISODE"
"7/14/2019 12:08, GRAVEL PIKE & PARK RD, MARLBOROUGH",18054,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 12:09, GRAVEL PIKE & PARK RD, MARLBOROUGH",18054,"Traffic: VEHICLE ACCIDENT -"
"7/14/2019 12:11, SUMMIT ST & COLONIAL AVE, FRANCONIA, Station 339",18964,"EMS: RESPIRATORY EMERGENCY"
"7/14/2019 12:16, RAILROAD AVE & W MT PLEASANT AVE, WHITPAIN, Station 385",19002,"EMS: GENERAL WEAKNESS"
"7/14/2019 12:20, RIDGE PIKE & MAIN DR, LIMERICK, Station 308B",19468,"EMS: VEHICLE ACCIDENT"
