"","X","desc","zip","title","address","towns","dt","date","time","responder","reason"
"4799",4799,"BIG RD & FREDERICK DR; UPPER FREDERICK; 2020-01-13 @ 23:22:14",19435,"Fire: FIRE ALARM","BIG RD & FREDERICK DR"," UPPER FREDERICK"," 2020-01-13 @ 23:22:14"," 2020-01-13 "," 23:22:14","Fire"," FIRE ALARM"
"4800",4800,"HUNTINGDON PIKE & JUGHANDLE;  ABINGTON; 2020-01-13 @ 23:30:01",19006,"EMS: ABDOMINAL PAINS","HUNTINGDON PIKE & JUGHANDLE","  ABINGTON"," 2020-01-13 @ 23:30:01"," 2020-01-13 "," 23:30:01","EMS"," ABDOMINAL PAINS"
"4801",4801,"HUNTINGDON PIKE;  ABINGTON; 2020-01-14 @ 00:09:23",NA,"EMS: SUBJECT IN PAIN","HUNTINGDON PIKE","  ABINGTON"," 2020-01-14 @ 00:09:23"," 2020-01-14 "," 00:09:23","EMS"," SUBJECT IN PAIN"
"4802",4802,"JOHNSON LN & SLOAN WAY;  LOWER GWYNEDD; 2020-01-14 @ 00:32:04",19002,"EMS: RESPIRATORY EMERGENCY","JOHNSON LN & SLOAN WAY","  LOWER GWYNEDD"," 2020-01-14 @ 00:32:04"," 2020-01-14 "," 00:32:04","EMS"," RESPIRATORY EMERGENCY"
"4803",4803,"CENTRAL AVE & LACEY ST;  HATBORO; 2020-01-14 @ 00:31:31",19040,"EMS: RESPIRATORY EMERGENCY","CENTRAL AVE & LACEY ST","  HATBORO"," 2020-01-14 @ 00:31:31"," 2020-01-14 "," 00:31:31","EMS"," RESPIRATORY EMERGENCY"
"4804",4804,"PAPER MILL RD & CHELTENHAM AVE;  SPRINGFIELD; 2020-01-14 @ 00:40:33",19038,"EMS: EMS SPECIAL SERVICE","PAPER MILL RD & CHELTENHAM AVE","  SPRINGFIELD"," 2020-01-14 @ 00:40:33"," 2020-01-14 "," 00:40:33","EMS"," EMS SPECIAL SERVICE"
"4805",4805,"CHELTENHAM AVE & DELPHINE RD; SPRINGFIELD; 2020-01-14 @ 00:45:16",19038,"Fire: BUILDING FIRE","CHELTENHAM AVE & DELPHINE RD"," SPRINGFIELD"," 2020-01-14 @ 00:45:16"," 2020-01-14 "," 00:45:16","Fire"," BUILDING FIRE"
"4806",4806,"OLD SCHUYLKILL RD & CONNECTING ROAD;  CHESTER COUNTY; 2020-01-14 @ 00:47:42",19087,"EMS: HEAD INJURY","OLD SCHUYLKILL RD & CONNECTING ROAD","  CHESTER COUNTY"," 2020-01-14 @ 00:47:42"," 2020-01-14 "," 00:47:42","EMS"," HEAD INJURY"
"4807",4807,"SNYDER RD & VALLEY FORGE RD; TOWAMENCIN; 2020-01-14 @ 00:48:28",19446,"Fire: FIRE ALARM","SNYDER RD & VALLEY FORGE RD"," TOWAMENCIN"," 2020-01-14 @ 00:48:28"," 2020-01-14 "," 00:48:28","Fire"," FIRE ALARM"
"4808",4808,"CIRCLE DR & LAUREL DR;  NORRISTOWN; 2020-01-14 @ 01:08:10",19401,"EMS: CARDIAC ARREST","CIRCLE DR & LAUREL DR","  NORRISTOWN"," 2020-01-14 @ 01:08:10"," 2020-01-14 "," 01:08:10","EMS"," CARDIAC ARREST"
"4809",4809,"DEFFORD PL & EAGLE STREAM DR;  LOWER PROVIDENCE; 2020-01-14 @ 01:24:58",19403,"EMS: OVERDOSE","DEFFORD PL & EAGLE STREAM DR","  LOWER PROVIDENCE"," 2020-01-14 @ 01:24:58"," 2020-01-14 "," 01:24:58","EMS"," OVERDOSE"
"4810",4810,"WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; 2020-01-14 @ 01:50:15",19031,"EMS: CARDIAC EMERGENCY","WISSAHICKON AVE & ROSE LN","  SPRINGFIELD"," 2020-01-14 @ 01:50:15"," 2020-01-14 "," 01:50:15","EMS"," CARDIAC EMERGENCY"
"4811",4811,"TWINING WAY & SOMERSET DR;  SKIPPACK; 2020-01-14 @ 01:52:55",19426,"EMS: MEDICAL ALERT ALARM","TWINING WAY & SOMERSET DR","  SKIPPACK"," 2020-01-14 @ 01:52:55"," 2020-01-14 "," 01:52:55","EMS"," MEDICAL ALERT ALARM"
"4812",4812,"LANCASTER AVE AND LANKENAU DR;  LOWER MERION; 2020-01-14 @ 02:03:59",19096,"EMS: MEDICAL ALERT ALARM","LANCASTER AVE & LANKENAU DR","  LOWER MERION"," 2020-01-14 @ 02:03:59"," 2020-01-14 "," 02:03:59","EMS"," MEDICAL ALERT ALARM"
"4813",4813,"RT100 SB;  UPPER POTTSGROVE; 2020-01-14 @ 02:11:15",NA,"EMS: SEIZURES","RT100 SB","  UPPER POTTSGROVE"," 2020-01-14 @ 02:11:15"," 2020-01-14 "," 02:11:15","EMS"," SEIZURES"
"4814",4814,"LANCASTER AVE & LANKENAU DR;  LOWER MERION; 2020-01-14 @ 02:14:23",19096,"EMS: MEDICAL ALERT ALARM","LANCASTER AVE & LANKENAU DR","  LOWER MERION"," 2020-01-14 @ 02:14:23"," 2020-01-14 "," 02:14:23","EMS"," MEDICAL ALERT ALARM"
"4815",4815,"ALLENTOWN RD & WOODLAWN DR;  TOWAMENCIN; 2020-01-14 @ 02:22:50",19446,"EMS: RESPIRATORY EMERGENCY","ALLENTOWN RD & WOODLAWN DR","  TOWAMENCIN"," 2020-01-14 @ 02:22:50"," 2020-01-14 "," 02:22:50","EMS"," RESPIRATORY EMERGENCY"
"4816",4816,"LAFAYETTE ST & SWEDE ST;  NORRISTOWN; 2020-01-14 @ 02:27:10",19401,"EMS: UNCONSCIOUS SUBJECT","LAFAYETTE ST & SWEDE ST","  NORRISTOWN"," 2020-01-14 @ 02:27:10"," 2020-01-14 "," 02:27:10","EMS"," UNCONSCIOUS SUBJECT"
"4817",4817,"BIG RD & FREDERICK DR;  UPPER FREDERICK; 2020-01-14 @ 02:36:19",19492,"EMS: FALL VICTIM","BIG RD & FREDERICK DR","  UPPER FREDERICK"," 2020-01-14 @ 02:36:19"," 2020-01-14 "," 02:36:19","EMS"," FALL VICTIM"
"4818",4818,"LAFAYETTE AVE & WISSAHICKON GREEN RIBBON TRL;  WHITEMARSH; 2020-01-14 @ 02:38:10",19454,"EMS: CARDIAC EMERGENCY","LAFAYETTE AVE & WISSAHICKON GREEN RIBBON TRL","  WHITEMARSH"," 2020-01-14 @ 02:38:10"," 2020-01-14 "," 02:38:10","EMS"," CARDIAC EMERGENCY"
"4819",4819,"LANCASTER AVE & W OLD WYNNEWOOD RD; LOWER MERION; 2020-01-14 @ 02:37:14",19096,"Traffic: VEHICLE ACCIDENT","LANCASTER AVE & W OLD WYNNEWOOD RD"," LOWER MERION"," 2020-01-14 @ 02:37:14"," 2020-01-14 "," 02:37:14","Traffic"," VEHICLE ACCIDENT"
"4820",4820,"YORK RD & EASTON RD;  UPPER MORELAND; 2020-01-14 @ 02:55:45",19090,"EMS: CARDIAC EMERGENCY","YORK RD & EASTON RD","  UPPER MORELAND"," 2020-01-14 @ 02:55:45"," 2020-01-14 "," 02:55:45","EMS"," CARDIAC EMERGENCY"
"4821",4821,"MOKYCHIC RD & PRISON RD;  SKIPPACK; 2020-01-14 @ 02:59:35",19403,"EMS: CARDIAC EMERGENCY","MOKYCHIC RD & PRISON RD","  SKIPPACK"," 2020-01-14 @ 02:59:35"," 2020-01-14 "," 02:59:35","EMS"," CARDIAC EMERGENCY"
"4822",4822,"CITY AVE & LAPSLEY LN;  LOWER MERION; 2020-01-14 @ 02:58:44",19066,"EMS: OVERDOSE","CITY AVE & LAPSLEY LN","  LOWER MERION"," 2020-01-14 @ 02:58:44"," 2020-01-14 "," 02:58:44","EMS"," OVERDOSE"
"4823",4823,"WAGON RD & RABBIT RUN RD;  WHITPAIN; 2020-01-14 @ 03:03:12",19422,"EMS: NAUSEA/VOMITING","WAGON RD & RABBIT RUN RD","  WHITPAIN"," 2020-01-14 @ 03:03:12"," 2020-01-14 "," 03:03:12","EMS"," NAUSEA/VOMITING"
"4824",4824,"KING ST;  POTTSTOWN; 2020-01-14 @ 03:19:38",19464,"EMS: GENERAL WEAKNESS","KING ST","  POTTSTOWN"," 2020-01-14 @ 03:19:38"," 2020-01-14 "," 03:19:38","EMS"," GENERAL WEAKNESS"
"4825",4825,"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-14 @ 03:23:06",19403,"EMS: HEAD INJURY","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-14 @ 03:23:06"," 2020-01-14 "," 03:23:06","EMS"," HEAD INJURY"
"4826",4826,"MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; 2020-01-14 @ 03:24:10",19041,"EMS: HEMORRHAGING","MONTGOMERY AVE & WOODSIDE RD","  LOWER MERION"," 2020-01-14 @ 03:24:10"," 2020-01-14 "," 03:24:10","EMS"," HEMORRHAGING"
"4827",4827,"MAIN ST & E 9TH AVE;  COLLEGEVILLE; 2020-01-14 @ 03:35:48",19426,"EMS: SUBJECT IN PAIN","MAIN ST & E 9TH AVE","  COLLEGEVILLE"," 2020-01-14 @ 03:35:48"," 2020-01-14 "," 03:35:48","EMS"," SUBJECT IN PAIN"
"4828",4828,"BROAD ST & E 6TH ST;  LANSDALE; 2020-01-14 @ 03:37:52",19446,"EMS: SUBJECT IN PAIN","BROAD ST & E 6TH ST","  LANSDALE"," 2020-01-14 @ 03:37:52"," 2020-01-14 "," 03:37:52","EMS"," SUBJECT IN PAIN"
"4829",4829,"JACKSON AVE & SPEAR AVE;  ABINGTON; 2020-01-14 @ 03:50:07",19038,"EMS: NAUSEA/VOMITING","JACKSON AVE & SPEAR AVE","  ABINGTON"," 2020-01-14 @ 03:50:07"," 2020-01-14 "," 03:50:07","EMS"," NAUSEA/VOMITING"
"4830",4830,"KUGLER RD & HUNTER LN;  LIMERICK; 2020-01-14 @ 03:46:13",19468,"EMS: RESPIRATORY EMERGENCY","KUGLER RD & HUNTER LN","  LIMERICK"," 2020-01-14 @ 03:46:13"," 2020-01-14 "," 03:46:13","EMS"," RESPIRATORY EMERGENCY"
"4831",4831,"ASHBOURNE RD & PARK AVE;  CHELTENHAM; 2020-01-14 @ 04:00:17",19027,"EMS: FRACTURE","ASHBOURNE RD & PARK AVE","  CHELTENHAM"," 2020-01-14 @ 04:00:17"," 2020-01-14 "," 04:00:17","EMS"," FRACTURE"
"4832",4832,"SUSQUEHANNA RD & LINCOLN DR;  UPPER DUBLIN; 2020-01-14 @ 03:57:03",19002,"EMS: NAUSEA/VOMITING","SUSQUEHANNA RD & LINCOLN DR","  UPPER DUBLIN"," 2020-01-14 @ 03:57:03"," 2020-01-14 "," 03:57:03","EMS"," NAUSEA/VOMITING"
"4833",4833,"CHURCH AVE AND AUTUMN LEA CIR;  TELFORD; 2020-01-14 @ 04:51:55",18969,"EMS: RESPIRATORY EMERGENCY","CHURCH AVE & AUTUMN LEA CIR","  TELFORD"," 2020-01-14 @ 04:51:55"," 2020-01-14 "," 04:51:55","EMS"," RESPIRATORY EMERGENCY"
"4834",4834,"HAUCK RD & BECKER RD; UPPER FREDERICK; 2020-01-14 @ 04:55:06",18074,"Fire: BUILDING FIRE","HAUCK RD & BECKER RD"," UPPER FREDERICK"," 2020-01-14 @ 04:55:06"," 2020-01-14 "," 04:55:06","Fire"," BUILDING FIRE"
"4835",4835,"LIMEKILN PIKE & COUNTY LINE RD; MONTGOMERY; 2020-01-14 @ 04:55:40",19454,"Traffic: VEHICLE ACCIDENT","LIMEKILN PIKE & COUNTY LINE RD"," MONTGOMERY"," 2020-01-14 @ 04:55:40"," 2020-01-14 "," 04:55:40","Traffic"," VEHICLE ACCIDENT"
"4836",4836,"WEST ST & HALE ST;  POTTSTOWN; 2020-01-14 @ 04:56:44",19464,"EMS: SEIZURES","WEST ST & HALE ST","  POTTSTOWN"," 2020-01-14 @ 04:56:44"," 2020-01-14 "," 04:56:44","EMS"," SEIZURES"
"4837",4837,"COUNTY LINE RD & WOODLAWN AVE; BUCKS COUNTY; 2020-01-14 @ 04:55:40",18914,"Traffic: VEHICLE ACCIDENT","COUNTY LINE RD & WOODLAWN AVE"," BUCKS COUNTY"," 2020-01-14 @ 04:55:40"," 2020-01-14 "," 04:55:40","Traffic"," VEHICLE ACCIDENT"
"4838",4838,"FAIRVIEW ST & RICE ST;  WEST POTTSGROVE; 2020-01-14 @ 05:07:23",19464,"EMS: DIZZINESS","FAIRVIEW ST & RICE ST","  WEST POTTSGROVE"," 2020-01-14 @ 05:07:23"," 2020-01-14 "," 05:07:23","EMS"," DIZZINESS"
"4839",4839,"BOULDER RD AND SIERRA RD;  PLYMOUTH; 2020-01-14 @ 05:06:35",19462,"EMS: FEVER","BOULDER RD & SIERRA RD","  PLYMOUTH"," 2020-01-14 @ 05:06:35"," 2020-01-14 "," 05:06:35","EMS"," FEVER"
"4840",4840,"EGYPT RD & S PARK AVE; LOWER PROVIDENCE; 2020-01-14 @ 05:14:03",19403,"Traffic: DISABLED VEHICLE","EGYPT RD & S PARK AVE"," LOWER PROVIDENCE"," 2020-01-14 @ 05:14:03"," 2020-01-14 "," 05:14:03","Traffic"," DISABLED VEHICLE"
"4841",4841,"WHITEHALL RD & LYNN DR;  WEST NORRITON; 2020-01-14 @ 05:29:44",19403,"EMS: BACK PAINS/INJURY","WHITEHALL RD & LYNN DR","  WEST NORRITON"," 2020-01-14 @ 05:29:44"," 2020-01-14 "," 05:29:44","EMS"," BACK PAINS/INJURY"
"4842",4842,"RUSSELL CIR & E 9TH AVE;  COLLEGEVILLE; 2020-01-14 @ 05:34:56",19426,"EMS: CARDIAC ARREST","RUSSELL CIR & E 9TH AVE","  COLLEGEVILLE"," 2020-01-14 @ 05:34:56"," 2020-01-14 "," 05:34:56","EMS"," CARDIAC ARREST"
"4843",4843,"RUSSELL CIR & E 9TH AVE; COLLEGEVILLE; 2020-01-14 @ 05:35:30",19426,"Fire: CARDIAC ARREST","RUSSELL CIR & E 9TH AVE"," COLLEGEVILLE"," 2020-01-14 @ 05:35:30"," 2020-01-14 "," 05:35:30","Fire"," CARDIAC ARREST"
"4844",4844,"LOCUST ST & DOGWOOD DR;  NORRISTOWN; 2020-01-14 @ 05:33:42",19401,"EMS: CARDIAC EMERGENCY","LOCUST ST & DOGWOOD DR","  NORRISTOWN"," 2020-01-14 @ 05:33:42"," 2020-01-14 "," 05:33:42","EMS"," CARDIAC EMERGENCY"
"4845",4845,"MONTIER RD & LYNNWOOD AVE;  CHELTENHAM; 2020-01-14 @ 05:32:00",19038,"EMS: CARDIAC EMERGENCY","MONTIER RD & LYNNWOOD AVE","  CHELTENHAM"," 2020-01-14 @ 05:32:00"," 2020-01-14 "," 05:32:00","EMS"," CARDIAC EMERGENCY"
"4846",4846,"RAMP RT422 EB TO N LEWIS RD; LIMERICK; 2020-01-14 @ 05:53:16",19468,"Fire: VEHICLE ACCIDENT","RAMP RT422 EB TO N LEWIS RD"," LIMERICK"," 2020-01-14 @ 05:53:16"," 2020-01-14 "," 05:53:16","Fire"," VEHICLE ACCIDENT"
"4847",4847,"RAMP RT422 EB TO N LEWIS RD;  LIMERICK; 2020-01-14 @ 05:53:22",19468,"EMS: VEHICLE ACCIDENT","RAMP RT422 EB TO N LEWIS RD","  LIMERICK"," 2020-01-14 @ 05:53:22"," 2020-01-14 "," 05:53:22","EMS"," VEHICLE ACCIDENT"
"4848",4848,"RAMP RT422 EB TO N LEWIS RD & N LEWIS RD; LIMERICK; 2020-01-14 @ 05:53:06",19468,"Traffic: VEHICLE ACCIDENT","RAMP RT422 EB TO N LEWIS RD & N LEWIS RD"," LIMERICK"," 2020-01-14 @ 05:53:06"," 2020-01-14 "," 05:53:06","Traffic"," VEHICLE ACCIDENT"
"4849",4849,"GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; 2020-01-14 @ 06:04:31",19401,"EMS: HEAD INJURY","GERMANTOWN PIKE & HANNAH AVE","  EAST NORRITON"," 2020-01-14 @ 06:04:31"," 2020-01-14 "," 06:04:31","EMS"," HEAD INJURY"
"4850",4850,"SOUTH ST AND DAUB ALY;  POTTSTOWN; 2020-01-14 @ 06:13:42",19464,"EMS: CARDIAC EMERGENCY","SOUTH ST & DAUB ALY","  POTTSTOWN"," 2020-01-14 @ 06:13:42"," 2020-01-14 "," 06:13:42","EMS"," CARDIAC EMERGENCY"
"4851",4851,"SCHOOL LN & COMMUNITY AVE;  LOWER SALFORD; 2020-01-14 @ 06:12:19",NA,"EMS: SEIZURES","SCHOOL LN & COMMUNITY AVE","  LOWER SALFORD"," 2020-01-14 @ 06:12:19"," 2020-01-14 "," 06:12:19","EMS"," SEIZURES"
"4852",4852,"HIGH ST & ARMAND HAMMER BLVD; POTTSTOWN; 2020-01-14 @ 06:14:54",19464,"Fire: FIRE ALARM","HIGH ST & ARMAND HAMMER BLVD"," POTTSTOWN"," 2020-01-14 @ 06:14:54"," 2020-01-14 "," 06:14:54","Fire"," FIRE ALARM"
"4853",4853,"MARC LN & LEVY LN;  LOWER MORELAND; 2020-01-14 @ 06:20:16",19006,"EMS: FALL VICTIM","MARC LN & LEVY LN","  LOWER MORELAND"," 2020-01-14 @ 06:20:16"," 2020-01-14 "," 06:20:16","EMS"," FALL VICTIM"
"4854",4854,"CHATSWORTH CT & WINDERMERE DR;  WHITPAIN; 2020-01-14 @ 06:20:48",19422,"EMS: MEDICAL ALERT ALARM","CHATSWORTH CT & WINDERMERE DR","  WHITPAIN"," 2020-01-14 @ 06:20:48"," 2020-01-14 "," 06:20:48","EMS"," MEDICAL ALERT ALARM"
"4855",4855,"JEFFREY RD; LOWER MORELAND; 2020-01-14 @ 06:23:10",19006,"Fire: GASODOR/LEAK","JEFFREY RD"," LOWER MORELAND"," 2020-01-14 @ 06:23:10"," 2020-01-14 "," 06:23:10","Fire"," GASODOR/LEAK"
"4856",4856,"LOCUST ST & DOGWOOD DR;  NORRISTOWN; 2020-01-14 @ 06:22:36",19401,"EMS: UNKNOWN MEDICAL EMERGENCY","LOCUST ST & DOGWOOD DR","  NORRISTOWN"," 2020-01-14 @ 06:22:36"," 2020-01-14 "," 06:22:36","EMS"," UNKNOWN MEDICAL EMERGENCY"
"4857",4857,"BOROUGH LINE RD & SPRING MILL LN;  UPPER PROVIDENCE; 2020-01-14 @ 06:30:15",19426,"EMS: RESPIRATORY EMERGENCY","BOROUGH LINE RD & SPRING MILL LN","  UPPER PROVIDENCE"," 2020-01-14 @ 06:30:15"," 2020-01-14 "," 06:30:15","EMS"," RESPIRATORY EMERGENCY"
"4858",4858,"MONTGOMERY GLEN DR & NORTH WALES RD; MONTGOMERY; 2020-01-14 @ 06:36:05",18936,"Traffic: VEHICLE ACCIDENT","MONTGOMERY GLEN DR & NORTH WALES RD"," MONTGOMERY"," 2020-01-14 @ 06:36:05"," 2020-01-14 "," 06:36:05","Traffic"," VEHICLE ACCIDENT"
"4859",4859,"ANDREW RD & JAMES RD; LOWER MORELAND; 2020-01-14 @ 06:23:10",19006,"Fire: GASODOR/LEAK","ANDREW RD & JAMES RD"," LOWER MORELAND"," 2020-01-14 @ 06:23:10"," 2020-01-14 "," 06:23:10","Fire"," GASODOR/LEAK"
"4860",4860,"PENN RD;  LIMERICK; 2020-01-14 @ 06:42:47",19464,"EMS: VEHICLE ACCIDENT","PENN RD","  LIMERICK"," 2020-01-14 @ 06:42:47"," 2020-01-14 "," 06:42:47","EMS"," VEHICLE ACCIDENT"
"4861",4861,"PENN RD; LIMERICK; 2020-01-14 @ 06:42:43",19464,"Fire: VEHICLE ACCIDENT","PENN RD"," LIMERICK"," 2020-01-14 @ 06:42:43"," 2020-01-14 "," 06:42:43","Fire"," VEHICLE ACCIDENT"
"4862",4862,"E BROAD ST & N MAIN ST; HATFIELD BORO; 2020-01-14 @ 06:42:31",NA,"Traffic: VEHICLE ACCIDENT","E BROAD ST & N MAIN ST"," HATFIELD BORO"," 2020-01-14 @ 06:42:31"," 2020-01-14 "," 06:42:31","Traffic"," VEHICLE ACCIDENT"
"4863",4863,"PENN RD AND RIDGE PIKE; LIMERICK; 2020-01-14 @ 06:44:47",19464,"Traffic: VEHICLE ACCIDENT","PENN RD & RIDGE PIKE"," LIMERICK"," 2020-01-14 @ 06:44:47"," 2020-01-14 "," 06:44:47","Traffic"," VEHICLE ACCIDENT"
"4864",4864,"MIAMI AVE & LINK RD;  LOWER PROVIDENCE; 2020-01-14 @ 06:48:03",19403,"EMS: FALL VICTIM","MIAMI AVE & LINK RD","  LOWER PROVIDENCE"," 2020-01-14 @ 06:48:03"," 2020-01-14 "," 06:48:03","EMS"," FALL VICTIM"
"4865",4865,"W RIDGE PIKE; LIMERICK; 2020-01-14 @ 06:50:14",19468,"Fire: VEHICLE ACCIDENT","W RIDGE PIKE"," LIMERICK"," 2020-01-14 @ 06:50:14"," 2020-01-14 "," 06:50:14","Fire"," VEHICLE ACCIDENT"
"4866",4866,"TOWNSHIP LINE RD & CHURCH RD;  ABINGTON; 2020-01-14 @ 06:47:05",19027,"EMS: CARBON MONOXIDE DETECTOR","TOWNSHIP LINE RD & CHURCH RD","  ABINGTON"," 2020-01-14 @ 06:47:05"," 2020-01-14 "," 06:47:05","EMS"," CARBON MONOXIDE DETECTOR"
"4867",4867,"TOWNSHIP LINE RD & CHURCH RD; ABINGTON; 2020-01-14 @ 06:47:00",19027,"Fire: CARBON MONOXIDE DETECTOR","TOWNSHIP LINE RD & CHURCH RD"," ABINGTON"," 2020-01-14 @ 06:47:00"," 2020-01-14 "," 06:47:00","Fire"," CARBON MONOXIDE DETECTOR"
"4868",4868,"W RIDGE PIKE & N LIMERICK RD; LIMERICK; 2020-01-14 @ 06:49:10",19468,"Traffic: VEHICLE ACCIDENT","W RIDGE PIKE & N LIMERICK RD"," LIMERICK"," 2020-01-14 @ 06:49:10"," 2020-01-14 "," 06:49:10","Traffic"," VEHICLE ACCIDENT"
"4869",4869,"SHOEMAKER RD & ROBINSON ST;  POTTSTOWN; 2020-01-14 @ 06:55:51",19464,"EMS: OVERDOSE","SHOEMAKER RD & ROBINSON ST","  POTTSTOWN"," 2020-01-14 @ 06:55:51"," 2020-01-14 "," 06:55:51","EMS"," OVERDOSE"
"4870",4870,"MORRIS AVE & WILLIAMSON RD;  LOWER MERION; 2020-01-14 @ 06:54:48",19010,"EMS: FALL VICTIM","MORRIS AVE & WILLIAMSON RD","  LOWER MERION"," 2020-01-14 @ 06:54:48"," 2020-01-14 "," 06:54:48","EMS"," FALL VICTIM"
"4871",4871,"MAUGERS MILL RD & N CHARLOTTE ST; LOWER POTTSGROVE; 2020-01-14 @ 06:52:39",19464,"Traffic: VEHICLE ACCIDENT","MAUGERS MILL RD & N CHARLOTTE ST"," LOWER POTTSGROVE"," 2020-01-14 @ 06:52:39"," 2020-01-14 "," 06:52:39","Traffic"," VEHICLE ACCIDENT"
"4872",4872,"W RIDGE PIKE;  LIMERICK; 2020-01-14 @ 06:57:41",19468,"EMS: VEHICLE ACCIDENT","W RIDGE PIKE","  LIMERICK"," 2020-01-14 @ 06:57:41"," 2020-01-14 "," 06:57:41","EMS"," VEHICLE ACCIDENT"
"4873",4873,"VALLEY RD & MILL RD; ABINGTON; 2020-01-14 @ 07:05:09",19075,"Traffic: VEHICLE ACCIDENT","VALLEY RD & MILL RD"," ABINGTON"," 2020-01-14 @ 07:05:09"," 2020-01-14 "," 07:05:09","Traffic"," VEHICLE ACCIDENT"
"4874",4874,"NORRISTOWN RD & TOWNSHIP LINE RD; PLYMOUTH; 2020-01-14 @ 07:09:55",19462,"Traffic: VEHICLE ACCIDENT","NORRISTOWN RD & TOWNSHIP LINE RD"," PLYMOUTH"," 2020-01-14 @ 07:09:55"," 2020-01-14 "," 07:09:55","Traffic"," VEHICLE ACCIDENT"
"4875",4875,"HUNTINGDON PIKE & MEADOWBROOK DR;  ABINGTON; 2020-01-14 @ 07:11:32",19006,"EMS: CARDIAC EMERGENCY","HUNTINGDON PIKE & MEADOWBROOK DR","  ABINGTON"," 2020-01-14 @ 07:11:32"," 2020-01-14 "," 07:11:32","EMS"," CARDIAC EMERGENCY"
"4876",4876,"NORRISTOWN RD & TOWNSHIP LINE RD; PLYMOUTH; 2020-01-14 @ 07:18:29",19462,"Traffic: VEHICLE ACCIDENT","NORRISTOWN RD & TOWNSHIP LINE RD"," PLYMOUTH"," 2020-01-14 @ 07:18:29"," 2020-01-14 "," 07:18:29","Traffic"," VEHICLE ACCIDENT"
"4877",4877,"PENN RD & RIDGE PIKE; LIMERICK; 2020-01-14 @ 07:16:45",19464,"Traffic: VEHICLE ACCIDENT","PENN RD & RIDGE PIKE"," LIMERICK"," 2020-01-14 @ 07:16:45"," 2020-01-14 "," 07:16:45","Traffic"," VEHICLE ACCIDENT"
"4878",4878,"MEADOWBROOK DR & HUNTINGDON PIKE;  ABINGTON; 2020-01-14 @ 07:11:32",19006,"EMS: CARDIAC EMERGENCY","MEADOWBROOK DR & HUNTINGDON PIKE","  ABINGTON"," 2020-01-14 @ 07:11:32"," 2020-01-14 "," 07:11:32","EMS"," CARDIAC EMERGENCY"
"4879",4879,"LINE LEXINGTON RD & BETHLEHEM PIKE; HATFIELD TOWNSHIP; 2020-01-14 @ 07:19:21",19440,"Traffic: VEHICLE ACCIDENT","LINE LEXINGTON RD & BETHLEHEM PIKE"," HATFIELD TOWNSHIP"," 2020-01-14 @ 07:19:21"," 2020-01-14 "," 07:19:21","Traffic"," VEHICLE ACCIDENT"
"4880",4880,"GAWAIN RD AND CAMELOT DR;  PLYMOUTH; 2020-01-14 @ 07:23:04",19462,"EMS: CARDIAC EMERGENCY","GAWAIN RD & CAMELOT DR","  PLYMOUTH"," 2020-01-14 @ 07:23:04"," 2020-01-14 "," 07:23:04","EMS"," CARDIAC EMERGENCY"
"4881",4881,"SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 EB; UPPER MERION; 2020-01-14 @ 07:23:11",NA,"Traffic: ROAD OBSTRUCTION","SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 EB"," UPPER MERION"," 2020-01-14 @ 07:23:11"," 2020-01-14 "," 07:23:11","Traffic"," ROAD OBSTRUCTION"
"4882",4882,"HARLEYSVILLE PIKE & ALLENTOWN RD; FRANCONIA; 2020-01-14 @ 07:33:58",18964,"Traffic: DISABLED VEHICLE","HARLEYSVILLE PIKE & ALLENTOWN RD"," FRANCONIA"," 2020-01-14 @ 07:33:58"," 2020-01-14 "," 07:33:58","Traffic"," DISABLED VEHICLE"
"4883",4883,"DRESHER RD & HORSHAM RD; HORSHAM; 2020-01-14 @ 07:44:18",19044,"Traffic: DISABLED VEHICLE","DRESHER RD & HORSHAM RD"," HORSHAM"," 2020-01-14 @ 07:44:18"," 2020-01-14 "," 07:44:18","Traffic"," DISABLED VEHICLE"
"4884",4884,"MAPLE AVE & W MORELAND AVE; HORSHAM; 2020-01-14 @ 07:52:57",19044,"Traffic: DISABLED VEHICLE","MAPLE AVE & W MORELAND AVE"," HORSHAM"," 2020-01-14 @ 07:52:57"," 2020-01-14 "," 07:52:57","Traffic"," DISABLED VEHICLE"
"4885",4885,"RIDGE PIKE & BUTLER PIKE; WHITEMARSH; 2020-01-14 @ 07:54:54",19428,"Traffic: DISABLED VEHICLE","RIDGE PIKE & BUTLER PIKE"," WHITEMARSH"," 2020-01-14 @ 07:54:54"," 2020-01-14 "," 07:54:54","Traffic"," DISABLED VEHICLE"
"4886",4886,"MONTGOMERY AVE & HANSELL RD; NARBERTH; 2020-01-14 @ 07:58:14",19096,"Fire: GASODOR/LEAK","MONTGOMERY AVE & HANSELL RD"," NARBERTH"," 2020-01-14 @ 07:58:14"," 2020-01-14 "," 07:58:14","Fire"," GASODOR/LEAK"
