"","desc","zip","title","address","towns","dt"
"6176","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-17 @ 08:25:32",NA,"Traffic: VEHICLE ACCIDENT","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE"," UPPER DUBLIN"," 2020-01-17 @ 08:25:32"
"6177","GERLOFF RD & S RYANFORD RD;  LIMERICK; 2020-01-17 @ 08:34:55",19473,"EMS: SUBJECT IN PAIN","GERLOFF RD & S RYANFORD RD","  LIMERICK"," 2020-01-17 @ 08:34:55"
"6178","MAPLE AVE & MAGNOLIA CT; FRANCONIA; 2020-01-17 @ 08:33:53",19438,"Fire: FIRE ALARM","MAPLE AVE & MAGNOLIA CT"," FRANCONIA"," 2020-01-17 @ 08:33:53"
"6179","PENNSYLVANIA AVE & INDIANA AVE; WHITEMARSH; 2020-01-17 @ 08:31:14",19034,"Traffic: VEHICLE ACCIDENT","PENNSYLVANIA AVE & INDIANA AVE"," WHITEMARSH"," 2020-01-17 @ 08:31:14"
"6180","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-17 @ 08:37:32",NA,"Traffic: VEHICLE ACCIDENT","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE"," UPPER DUBLIN"," 2020-01-17 @ 08:37:32"
"6181","VIRGINIA DR & DELAWARE AVE; UPPER DUBLIN; 2020-01-17 @ 08:40:34",19034,"Fire: FIRE ALARM","VIRGINIA DR & DELAWARE AVE"," UPPER DUBLIN"," 2020-01-17 @ 08:40:34"
"6182","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB; WHITEMARSH; 2020-01-17 @ 08:36:54",NA,"Traffic: DISABLED VEHICLE","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB"," WHITEMARSH"," 2020-01-17 @ 08:36:54"
"6183","CONESTOGA WAY & EAGLE STREAM DR;  LOWER PROVIDENCE; 2020-01-17 @ 08:44:58",19403,"EMS: UNCONSCIOUS SUBJECT","CONESTOGA WAY & EAGLE STREAM DR","  LOWER PROVIDENCE"," 2020-01-17 @ 08:44:58"
"6184","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB; WHITEMARSH; 2020-01-17 @ 08:42:14",NA,"Traffic: VEHICLE ACCIDENT","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB"," WHITEMARSH"," 2020-01-17 @ 08:42:14"
"6185","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB; WHITEMARSH; 2020-01-17 @ 08:44:40",NA,"Traffic: VEHICLE ACCIDENT","RT309 EXPY SB & RAMP PENNSYLVANIA AVE TO RT309 SB"," WHITEMARSH"," 2020-01-17 @ 08:44:40"
"6186","WELSH RD & DRYDEN RD; UPPER DUBLIN; 2020-01-17 @ 08:42:41",19025,"Traffic: VEHICLE ACCIDENT","WELSH RD & DRYDEN RD"," UPPER DUBLIN"," 2020-01-17 @ 08:42:41"
"6187","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-17 @ 08:36:54",NA,"Traffic: DISABLED VEHICLE","RAMP RT309 SB TO PENNSYLVANIA AVE & W PENNSYLVANIA AVE"," UPPER DUBLIN"," 2020-01-17 @ 08:36:54"
"6188","MAIN ST & HANCOCK AVE;  WEST NORRITON; 2020-01-17 @ 08:53:04",19403,"EMS: GENERAL WEAKNESS","MAIN ST & HANCOCK AVE","  WEST NORRITON"," 2020-01-17 @ 08:53:04"
"6189","YORK RD & HILLSIDE AVE; JENKINTOWN; 2020-01-17 @ 08:51:35",19046,"Fire: ELEVATOR EMERGENCY","YORK RD & HILLSIDE AVE"," JENKINTOWN"," 2020-01-17 @ 08:51:35"
"6190","RAMBO ST & HURST ST; BRIDGEPORT; 2020-01-17 @ 08:55:02",19405,"Traffic: ROAD OBSTRUCTION","RAMBO ST & HURST ST"," BRIDGEPORT"," 2020-01-17 @ 08:55:02"
"6191","MAIN ST & CLEMENS RD;  LOWER SALFORD; 2020-01-17 @ 08:59:44",19438,"EMS: CARDIAC EMERGENCY","MAIN ST & CLEMENS RD","  LOWER SALFORD"," 2020-01-17 @ 08:59:44"
"6192","GERMANTOWN PIKE & WHITEHALL RD; EAST NORRITON; 2020-01-17 @ 09:00:18",19403,"Traffic: VEHICLE ACCIDENT","GERMANTOWN PIKE & WHITEHALL RD"," EAST NORRITON"," 2020-01-17 @ 09:00:18"
"6193","WELSH RD & ELECTRONIC DR; HORSHAM; 2020-01-17 @ 08:57:50",19025,"Traffic: DISABLED VEHICLE","WELSH RD & ELECTRONIC DR"," HORSHAM"," 2020-01-17 @ 08:57:50"
"6194","LOCUST GROVE RD & CONESTOGA RD; DELAWARE COUNTY; 2020-01-17 @ 09:01:30",19010,"Fire: FIRE ALARM","LOCUST GROVE RD & CONESTOGA RD"," DELAWARE COUNTY"," 2020-01-17 @ 09:01:30"
"6195","NEIFFER RD & SWAMP CREEK RD; UPPER FREDERICK; 2020-01-17 @ 09:09:27",19473,"Fire: VEHICLE ACCIDENT","NEIFFER RD & SWAMP CREEK RD"," UPPER FREDERICK"," 2020-01-17 @ 09:09:27"
"6196","POWELL ST & E SPRUCE ST;  NORRISTOWN; 2020-01-17 @ 09:08:30",19401,"EMS: RESPIRATORY EMERGENCY","POWELL ST & E SPRUCE ST","  NORRISTOWN"," 2020-01-17 @ 09:08:30"
"6197","NEIFFER RD & SWAMP CREEK RD;  UPPER FREDERICK; 2020-01-17 @ 09:09:33",19473,"EMS: VEHICLE ACCIDENT","NEIFFER RD & SWAMP CREEK RD","  UPPER FREDERICK"," 2020-01-17 @ 09:09:33"
"6198","NEIFFER RD AND SWAMP CREEK RD; UPPER FREDERICK; 2020-01-17 @ 09:07:57",19473,"Traffic: VEHICLE ACCIDENT","NEIFFER RD & SWAMP CREEK RD"," UPPER FREDERICK"," 2020-01-17 @ 09:07:57"
"6199","SUSQUEHANNA RD & CAMP HILL RD; UPPER DUBLIN; 2020-01-17 @ 09:11:57",19025,"Traffic: ROAD OBSTRUCTION","SUSQUEHANNA RD & CAMP HILL RD"," UPPER DUBLIN"," 2020-01-17 @ 09:11:57"
"6200","VIRGINIA DR & DELAWARE AVE; UPPER DUBLIN; 2020-01-17 @ 09:11:14",19034,"Fire: FIRE INVESTIGATION","VIRGINIA DR & DELAWARE AVE"," UPPER DUBLIN"," 2020-01-17 @ 09:11:14"
"6201","MONTGOMERY AVE & VALLEY RD;  LOWER MERION; 2020-01-17 @ 09:27:07",19003,"EMS: GENERAL WEAKNESS","MONTGOMERY AVE & VALLEY RD","  LOWER MERION"," 2020-01-17 @ 09:27:07"
"6202","MONTGOMERY AVE & OLD LANCASTER RD; LOWER MERION; 2020-01-17 @ 09:29:34",19041,"Traffic: VEHICLE ACCIDENT","MONTGOMERY AVE & OLD LANCASTER RD"," LOWER MERION"," 2020-01-17 @ 09:29:34"
"6203","RADBURN RD & KENT RD;  LOWER MORELAND; 2020-01-17 @ 09:36:37",19006,"EMS: CARDIAC EMERGENCY","RADBURN RD & KENT RD","  LOWER MORELAND"," 2020-01-17 @ 09:36:37"
"6204","BETHLEHEM PIKE & S PAPER MILL RD; SPRINGFIELD; 2020-01-17 @ 09:37:33",19038,"Traffic: VEHICLE ACCIDENT","BETHLEHEM PIKE & S PAPER MILL RD"," SPRINGFIELD"," 2020-01-17 @ 09:37:33"
"6205","MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; 2020-01-17 @ 09:43:50",19438,"EMS: DIZZINESS","MAIN ST & OLD SUMNEYTOWN PIKE","  LOWER SALFORD"," 2020-01-17 @ 09:43:50"
"6206","DEKALB ST & E ELM ST;  NORRISTOWN; 2020-01-17 @ 09:52:18",19401,"EMS: UNKNOWN MEDICAL EMERGENCY","DEKALB ST & E ELM ST","  NORRISTOWN"," 2020-01-17 @ 09:52:18"
"6207","SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; 2020-01-17 @ 10:00:25",19046,"EMS: GENERAL WEAKNESS","SUSQUEHANNA RD & HUNTINGDON RD","  ABINGTON"," 2020-01-17 @ 10:00:25"
"6208","GERMANTOWN PIKE & HANNAH AVE;  EAST NORRITON; 2020-01-17 @ 09:59:25",19401,"EMS: MEDICAL ALERT ALARM","GERMANTOWN PIKE & HANNAH AVE","  EAST NORRITON"," 2020-01-17 @ 09:59:25"
"6209","PRESIDENTIAL BLVD & GLEN RD;  LOWER MERION; 2020-01-17 @ 10:05:37",NA,"EMS: RESPIRATORY EMERGENCY","PRESIDENTIAL BLVD & GLEN RD","  LOWER MERION"," 2020-01-17 @ 10:05:37"
"6210","BEECH ST & DEAD END;  HATFIELD TOWNSHIP; 2020-01-17 @ 10:02:19",NA,"EMS: SUBJECT IN PAIN","BEECH ST & DEAD END","  HATFIELD TOWNSHIP"," 2020-01-17 @ 10:02:19"
"6211","SUSQUEHANNA RD & JERICHO RD;  ABINGTON; 2020-01-17 @ 10:01:51",19001,"EMS: SEIZURES","SUSQUEHANNA RD & JERICHO RD","  ABINGTON"," 2020-01-17 @ 10:01:51"
"6212","WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; 2020-01-17 @ 10:08:36",19031,"EMS: SYNCOPAL EPISODE","WISSAHICKON AVE & ROSE LN","  SPRINGFIELD"," 2020-01-17 @ 10:08:36"
"6213","EDGE HILL RD & HOUSTON AVE;  ABINGTON; 2020-01-17 @ 10:16:14",19038,"EMS: UNKNOWN MEDICAL EMERGENCY","EDGE HILL RD & HOUSTON AVE","  ABINGTON"," 2020-01-17 @ 10:16:14"
"6214","COMPUTER AVE & E PRUDENTIAL DR; UPPER MORELAND; 2020-01-17 @ 10:18:24",19090,"Fire: FIRE ALARM","COMPUTER AVE & E PRUDENTIAL DR"," UPPER MORELAND"," 2020-01-17 @ 10:18:24"
"6215","SHOEMAKER RD & CONNECTING ROAD;  POTTSTOWN; 2020-01-17 @ 10:24:44",18074,"EMS: CARDIAC EMERGENCY","SHOEMAKER RD & CONNECTING ROAD","  POTTSTOWN"," 2020-01-17 @ 10:24:44"
"6216","CAMPUS DR & BUCK RD; BRYN ATHYN; 2020-01-17 @ 10:22:30",19009,"Fire: FIRE ALARM","CAMPUS DR & BUCK RD"," BRYN ATHYN"," 2020-01-17 @ 10:22:30"
"6217","SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-17 @ 10:21:57",19403,"EMS: HEMORRHAGING","SHANNONDELL DR & SHANNONDELL BLVD","  LOWER PROVIDENCE"," 2020-01-17 @ 10:21:57"
"6218","GOLDEN DR & RINGNECK LOOP;  UPPER DUBLIN; 2020-01-17 @ 10:23:25",19025,"EMS: VEHICLE ACCIDENT","GOLDEN DR & RINGNECK LOOP","  UPPER DUBLIN"," 2020-01-17 @ 10:23:25"
"6219","GOLDEN DR & RINGNECK LOOP; UPPER DUBLIN; 2020-01-17 @ 10:23:22",19025,"Traffic: VEHICLE ACCIDENT","GOLDEN DR & RINGNECK LOOP"," UPPER DUBLIN"," 2020-01-17 @ 10:23:22"
"6220","GOLDEN DR & RINGNECK LOOP; UPPER DUBLIN; 2020-01-17 @ 10:29:36",19025,"Fire: VEHICLE ACCIDENT","GOLDEN DR & RINGNECK LOOP"," UPPER DUBLIN"," 2020-01-17 @ 10:29:36"
"6221","KEEN RD & MELISSA LN; LIMERICK; 2020-01-17 @ 10:29:16",19468,"Traffic: ROAD OBSTRUCTION","KEEN RD & MELISSA LN"," LIMERICK"," 2020-01-17 @ 10:29:16"
"6222","EASTON RD & MILDRED AVE; ABINGTON; 2020-01-17 @ 10:28:35",19001,"Fire: FIRE ALARM","EASTON RD & MILDRED AVE"," ABINGTON"," 2020-01-17 @ 10:28:35"
"6223","2ND ST & JOHNSON ST;  POTTSTOWN; 2020-01-17 @ 10:30:18",19464,"EMS: CARDIAC EMERGENCY","2ND ST & JOHNSON ST","  POTTSTOWN"," 2020-01-17 @ 10:30:18"
"6224","TRINITY CHURCH CT & AMBERLEY DR;  WHITPAIN; 2020-01-17 @ 10:27:52",19422,"EMS: FALL VICTIM","TRINITY CHURCH CT & AMBERLEY DR","  WHITPAIN"," 2020-01-17 @ 10:27:52"
"6225","WINDING DR & GWYNEDD VIEW RD;  LOWER GWYNEDD; 2020-01-17 @ 10:26:51",19454,"EMS: FALL VICTIM","WINDING DR & GWYNEDD VIEW RD","  LOWER GWYNEDD"," 2020-01-17 @ 10:26:51"
"6226","BLACK ROCK RD & ROCK CREEK RD; LOWER MERION; 2020-01-17 @ 10:27:23",19035,"Traffic: ROAD OBSTRUCTION","BLACK ROCK RD & ROCK CREEK RD"," LOWER MERION"," 2020-01-17 @ 10:27:23"
"6227","BARRINGTON RD & WINTHROP RD;  LOWER PROVIDENCE; 2020-01-17 @ 10:33:46",19426,"EMS: RESPIRATORY EMERGENCY","BARRINGTON RD & WINTHROP RD","  LOWER PROVIDENCE"," 2020-01-17 @ 10:33:46"
"6228","CLEMENTS RD & BENNETT RD;  CHELTENHAM; 2020-01-17 @ 10:38:14",19095,"EMS: ALTERED MENTAL STATUS","CLEMENTS RD & BENNETT RD","  CHELTENHAM"," 2020-01-17 @ 10:38:14"
"6229","MONTGOMERY AVE & MORRIS AVE;  LOWER MERION; 2020-01-17 @ 10:38:58",19010,"EMS: MEDICAL ALERT ALARM","MONTGOMERY AVE & MORRIS AVE","  LOWER MERION"," 2020-01-17 @ 10:38:58"
"6230","E COUNTY LINE RD & PARK AVE; HATBORO; 2020-01-17 @ 10:38:46",18974,"Traffic: ROAD OBSTRUCTION","E COUNTY LINE RD & PARK AVE"," HATBORO"," 2020-01-17 @ 10:38:46"
"6231","BUTLER PIKE & NESBITT RD;  HORSHAM; 2020-01-17 @ 10:44:50",19002,"EMS: ASSAULT VICTIM","BUTLER PIKE & NESBITT RD","  HORSHAM"," 2020-01-17 @ 10:44:50"
"6232","SKIPPACK PIKE & MEADOWOOD DR;  WORCESTER; 2020-01-17 @ 10:41:31",19446,"EMS: CVA/STROKE","SKIPPACK PIKE & MEADOWOOD DR","  WORCESTER"," 2020-01-17 @ 10:41:31"
"6233","RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB; PLYMOUTH; 2020-01-17 @ 10:42:29",NA,"Traffic: DISABLED VEHICLE","RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB"," PLYMOUTH"," 2020-01-17 @ 10:42:29"
"6234","RIVERVIEW RD & EASTBURN RD;  UPPER MERION; 2020-01-17 @ 10:46:43",19406,"EMS: ALTERED MENTAL STATUS","RIVERVIEW RD & EASTBURN RD","  UPPER MERION"," 2020-01-17 @ 10:46:43"
"6235","GULPH RD & KIRK AVE;  UPPER MERION; 2020-01-17 @ 10:56:29",19406,"EMS: ALTERED MENTAL STATUS","GULPH RD & KIRK AVE","  UPPER MERION"," 2020-01-17 @ 10:56:29"
"6236","TELFORD PIKE AND COWPATH RD;  FRANCONIA; 2020-01-17 @ 11:15:37",18964,"EMS: CARDIAC EMERGENCY","TELFORD PIKE & COWPATH RD","  FRANCONIA"," 2020-01-17 @ 11:15:37"
"6237","GWYNEDD LEA DR & CLOVER LEAF LN;  MONTGOMERY; 2020-01-17 @ 11:11:15",19454,"EMS: ALTERED MENTAL STATUS","GWYNEDD LEA DR & CLOVER LEAF LN","  MONTGOMERY"," 2020-01-17 @ 11:11:15"
"6238","BLAIR MILL RD & EASTON RD; UPPER MORELAND; 2020-01-17 @ 11:12:02",19090,"Traffic: VEHICLE ACCIDENT","BLAIR MILL RD & EASTON RD"," UPPER MORELAND"," 2020-01-17 @ 11:12:02"
"6239","BETHLEHEM PIKE & LOCH ALSH AVE;  UPPER DUBLIN; 2020-01-17 @ 11:17:41",19002,"EMS: ABDOMINAL PAINS","BETHLEHEM PIKE & LOCH ALSH AVE","  UPPER DUBLIN"," 2020-01-17 @ 11:17:41"
"6240","NORRISTOWN RD & TENNIS AVE;  LOWER GWYNEDD; 2020-01-17 @ 11:27:51",19002,"EMS: CARDIAC EMERGENCY","NORRISTOWN RD & TENNIS AVE","  LOWER GWYNEDD"," 2020-01-17 @ 11:27:51"
"6241","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB;  LOWER MERION; 2020-01-17 @ 11:31:09",NA,"EMS: VEHICLE ACCIDENT","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB","  LOWER MERION"," 2020-01-17 @ 11:31:09"
"6242","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB; LOWER MERION; 2020-01-17 @ 11:30:58",NA,"Fire: VEHICLE ACCIDENT","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB"," LOWER MERION"," 2020-01-17 @ 11:30:58"
"6243","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB; LOWER MERION; 2020-01-17 @ 11:32:10",NA,"Traffic: VEHICLE ACCIDENT","SCHUYLKILL EXPY & RAMP BELMONT AVE TO I76 EB"," LOWER MERION"," 2020-01-17 @ 11:32:10"
"6244","THE FAIRWAY  & RYDAL RD;  ABINGTON; 2020-01-17 @ 11:32:49",19046,"EMS: CARDIAC EMERGENCY","THE FAIRWAY  & RYDAL RD","  ABINGTON"," 2020-01-17 @ 11:32:49"
"6245","JEFFERSON ST;  NORRISTOWN; 2020-01-17 @ 11:32:24",19403,"EMS: SEIZURES","JEFFERSON ST","  NORRISTOWN"," 2020-01-17 @ 11:32:24"
"6246","HILLSIDE LN & BETZWOOD DR;  WEST NORRITON; 2020-01-17 @ 11:31:56",19403,"EMS: UNCONSCIOUS SUBJECT","HILLSIDE LN & BETZWOOD DR","  WEST NORRITON"," 2020-01-17 @ 11:31:56"
"6247","FAIRVIEW ST & RICE ST;  WEST POTTSGROVE; 2020-01-17 @ 11:43:28",19464,"EMS: DIZZINESS","FAIRVIEW ST & RICE ST","  WEST POTTSGROVE"," 2020-01-17 @ 11:43:28"
"6248","RICHMOND RD & UNIONVILLE PIKE; HATFIELD TOWNSHIP; 2020-01-17 @ 11:44:16",19440,"Traffic: DISABLED VEHICLE","RICHMOND RD & UNIONVILLE PIKE"," HATFIELD TOWNSHIP"," 2020-01-17 @ 11:44:16"
"6249","RICHARDS RD & ASBURY AVE;  CHELTENHAM; 2020-01-17 @ 11:48:23",19027,"EMS: UNKNOWN MEDICAL EMERGENCY","RICHARDS RD & ASBURY AVE","  CHELTENHAM"," 2020-01-17 @ 11:48:23"
"6250","BETHLEHEM PIKE & COLLEGE AVE;  SPRINGFIELD; 2020-01-17 @ 11:47:53",19031,"EMS: CVA/STROKE","BETHLEHEM PIKE & COLLEGE AVE","  SPRINGFIELD"," 2020-01-17 @ 11:47:53"
"6251","KEATS RD & BRAE BOURN DR;  LOWER MORELAND; 2020-01-17 @ 11:46:27",19006,"EMS: LACERATIONS","KEATS RD & BRAE BOURN DR","  LOWER MORELAND"," 2020-01-17 @ 11:46:27"
"6252","VALLEY FORGE RD & MCAULIFFE LN;  UPPER GWYNEDD; 2020-01-17 @ 11:55:39",19446,"EMS: HEMORRHAGING","VALLEY FORGE RD & MCAULIFFE LN","  UPPER GWYNEDD"," 2020-01-17 @ 11:55:39"
"6253","WELSH RD & DRESHER RD;  HORSHAM; 2020-01-17 @ 11:55:05",19044,"EMS: MATERNITY","WELSH RD & DRESHER RD","  HORSHAM"," 2020-01-17 @ 11:55:05"
"6254","GERYVILLE PIKE & JOHN FRIES HWY;  UPPER HANOVER; 2020-01-17 @ 11:53:36",18073,"EMS: CARDIAC EMERGENCY","GERYVILLE PIKE & JOHN FRIES HWY","  UPPER HANOVER"," 2020-01-17 @ 11:53:36"
"6255","CALDER WAY & BERMAN CT;  UPPER PROVIDENCE; 2020-01-17 @ 11:53:00",19460,"EMS: UNCONSCIOUS SUBJECT","CALDER WAY & BERMAN CT","  UPPER PROVIDENCE"," 2020-01-17 @ 11:53:00"
"6256","RAMP RT422 EB TO I76  & RAMP RT422 EB TO RT202 NB; UPPER MERION; 2020-01-17 @ 11:52:14",NA,"Traffic: ROAD OBSTRUCTION","RAMP RT422 EB TO I76  & RAMP RT422 EB TO RT202 NB"," UPPER MERION"," 2020-01-17 @ 11:52:14"
"6257","RAMP RT422 EB TO I76  & RAMP RT422 EB TO RT202 NB; UPPER MERION; 2020-01-17 @ 11:52:53",NA,"Traffic: ROAD OBSTRUCTION","RAMP RT422 EB TO I76  & RAMP RT422 EB TO RT202 NB"," UPPER MERION"," 2020-01-17 @ 11:52:53"
"6258","SHANNON DR & WEXFORD DR;  UPPER GWYNEDD; 2020-01-17 @ 11:57:02",19454,"EMS: RESPIRATORY EMERGENCY","SHANNON DR & WEXFORD DR","  UPPER GWYNEDD"," 2020-01-17 @ 11:57:02"
"6259","VILLAGE DR & S GODDARD BLVD;  UPPER MERION; 2020-01-17 @ 12:01:56",19406,"EMS: UNKNOWN MEDICAL EMERGENCY","VILLAGE DR & S GODDARD BLVD","  UPPER MERION"," 2020-01-17 @ 12:01:56"
"6260","BALDWIN AVE & NORTH WALES RD;  EAST NORRITON; 2020-01-17 @ 12:08:36",NA,"EMS: BACK PAINS/INJURY","BALDWIN AVE & NORTH WALES RD","  EAST NORRITON"," 2020-01-17 @ 12:08:36"
"6261","BEE YORK  ; UPPER MERION; 2020-01-17 @ 12:10:33",19406,"Traffic: DISABLED VEHICLE","BEE YORK  "," UPPER MERION"," 2020-01-17 @ 12:10:33"
"6262","HARRY ST & E HECTOR ST; CONSHOHOCKEN; 2020-01-17 @ 12:09:32",19428,"Traffic: VEHICLE ACCIDENT","HARRY ST & E HECTOR ST"," CONSHOHOCKEN"," 2020-01-17 @ 12:09:32"
"6263","BETHLEHEM PIKE AND TENNIS AVE; AMBLER; 2020-01-17 @ 12:12:35",19002,"Traffic: VEHICLE ACCIDENT","BETHLEHEM PIKE & TENNIS AVE"," AMBLER"," 2020-01-17 @ 12:12:35"
"6264","BETHLEHEM PIKE & PARK DR;  MONTGOMERY; 2020-01-17 @ 12:13:33",19454,"EMS: DIABETIC EMERGENCY","BETHLEHEM PIKE & PARK DR","  MONTGOMERY"," 2020-01-17 @ 12:13:33"
"6265","BROOKVIEW LN & CREEKSIDE DR;  LOWER POTTSGROVE; 2020-01-17 @ 12:12:58",19464,"EMS: FALL VICTIM","BROOKVIEW LN & CREEKSIDE DR","  LOWER POTTSGROVE"," 2020-01-17 @ 12:12:58"
"6266","OLD YORK RD & E CHURCH RD; CHELTENHAM; 2020-01-17 @ 12:16:28",19027,"Traffic: VEHICLE ACCIDENT","OLD YORK RD & E CHURCH RD"," CHELTENHAM"," 2020-01-17 @ 12:16:28"
"6267","PENN ST & PARK DR;  LANSDALE; 2020-01-17 @ 12:25:28",19446,"EMS: RESCUE  GENERAL","PENN ST & PARK DR","  LANSDALE"," 2020-01-17 @ 12:25:28"
"6268","PENN ST & PARK DR; LANSDALE; 2020-01-17 @ 12:25:11",19446,"Fire: RESCUE  GENERAL","PENN ST & PARK DR"," LANSDALE"," 2020-01-17 @ 12:25:11"
"6269","HILLCREST AVE & BETHLEHEM PIKE;  SPRINGFIELD; 2020-01-17 @ 12:23:35",19038,"EMS: SUBJECT IN PAIN","HILLCREST AVE & BETHLEHEM PIKE","  SPRINGFIELD"," 2020-01-17 @ 12:23:35"
"6270","OLD YORK RD & CHESTER AVE; ABINGTON; 2020-01-17 @ 12:21:41",19001,"Traffic: VEHICLE ACCIDENT","OLD YORK RD & CHESTER AVE"," ABINGTON"," 2020-01-17 @ 12:21:41"
"6271","OLD LANCASTER RD AND S MERION AVE;  LOWER MERION; 2020-01-17 @ 12:27:38",19010,"EMS: CARDIAC EMERGENCY","OLD LANCASTER RD & S MERION AVE","  LOWER MERION"," 2020-01-17 @ 12:27:38"
"6272","MAIN ST & ASPEN DR;  LIMERICK; 2020-01-17 @ 12:32:31",19468,"EMS: CARDIAC EMERGENCY","MAIN ST & ASPEN DR","  LIMERICK"," 2020-01-17 @ 12:32:31"
"6273","WAVERLY RD & S EASTON RD; CHELTENHAM; 2020-01-17 @ 12:33:52",19038,"Traffic: VEHICLE ACCIDENT","WAVERLY RD & S EASTON RD"," CHELTENHAM"," 2020-01-17 @ 12:33:52"
"6274","HUNTINGDON PIKE & TOMLINSON RD; BRYN ATHYN; 2020-01-17 @ 12:32:40",19006,"Traffic: VEHICLE ACCIDENT","HUNTINGDON PIKE & TOMLINSON RD"," BRYN ATHYN"," 2020-01-17 @ 12:32:40"
"6275","GLASGOW ST & CIRCLE OF PROGRESS; POTTSTOWN; 2020-01-17 @ 12:40:33",19464,"Traffic: DISABLED VEHICLE","GLASGOW ST & CIRCLE OF PROGRESS"," POTTSTOWN"," 2020-01-17 @ 12:40:33"
"6276","CATHEDRAL RD & HUNTINGDON PIKE; BRYN ATHYN; 2020-01-17 @ 12:32:40",19006,"Traffic: VEHICLE ACCIDENT","CATHEDRAL RD & HUNTINGDON PIKE"," BRYN ATHYN"," 2020-01-17 @ 12:32:40"
"6277","WEBER LN & CRAWFORD DR;  WEST NORRITON; 2020-01-17 @ 12:54:15",19403,"EMS: CARDIAC EMERGENCY","WEBER LN & CRAWFORD DR","  WEST NORRITON"," 2020-01-17 @ 12:54:15"
"6278","DEKALB PIKE & SKIPPACK PIKE;  WHITPAIN; 2020-01-17 @ 12:55:46",19422,"EMS: SEIZURES","DEKALB PIKE & SKIPPACK PIKE","  WHITPAIN"," 2020-01-17 @ 12:55:46"
"6279","MEDICAL CAMPUS DR & N LINE ST; HATFIELD TOWNSHIP; 2020-01-17 @ 12:53:20",19446,"Fire: FIRE SPECIAL SERVICE","MEDICAL CAMPUS DR & N LINE ST"," HATFIELD TOWNSHIP"," 2020-01-17 @ 12:53:20"
"6280","RICES MILL RD & PANTHER RD; CHELTENHAM; 2020-01-17 @ 12:55:01",19095,"Traffic: VEHICLE ACCIDENT","RICES MILL RD & PANTHER RD"," CHELTENHAM"," 2020-01-17 @ 12:55:01"
"6281","HIGH ST & S FRANKLIN ST;  POTTSTOWN; 2020-01-17 @ 12:58:16",19464,"EMS: GENERAL WEAKNESS","HIGH ST & S FRANKLIN ST","  POTTSTOWN"," 2020-01-17 @ 12:58:16"
"6282","LIGHTCAP RD & SANATOGA SPRINGS DR;  LIMERICK; 2020-01-17 @ 12:56:27",19468,"EMS: UNCONSCIOUS SUBJECT","LIGHTCAP RD & SANATOGA SPRINGS DR","  LIMERICK"," 2020-01-17 @ 12:56:27"
"6283","LIGHTCAP RD & SANATOGA SPRINGS DR; LIMERICK; 2020-01-17 @ 13:04:01",19468,"Fire: CARDIAC ARREST","LIGHTCAP RD & SANATOGA SPRINGS DR"," LIMERICK"," 2020-01-17 @ 13:04:01"
"6284","GLASGOW ST & SCHOOL LN; POTTSTOWN; 2020-01-17 @ 13:04:54",19464,"Traffic: DISABLED VEHICLE","GLASGOW ST & SCHOOL LN"," POTTSTOWN"," 2020-01-17 @ 13:04:54"
"6285","HORSHAM RD & STUMP RD; MONTGOMERY; 2020-01-17 @ 13:05:57",19454,"Traffic: DISABLED VEHICLE","HORSHAM RD & STUMP RD"," MONTGOMERY"," 2020-01-17 @ 13:05:57"
"6286","CHATHAM CT & DEERFIELD DR;  FRANCONIA; 2020-01-17 @ 13:08:53",18964,"EMS: UNKNOWN MEDICAL EMERGENCY","CHATHAM CT & DEERFIELD DR","  FRANCONIA"," 2020-01-17 @ 13:08:53"
"6287","HANOVER ST & MERVINE ST; UPPER POTTSGROVE; 2020-01-17 @ 13:09:59",19464,"Fire: FIRE ALARM","HANOVER ST & MERVINE ST"," UPPER POTTSGROVE"," 2020-01-17 @ 13:09:59"
