desc,zip,title
"7/16/2019 17:22, N CHARLOTTE ST, NEW HANOVER, Station 37",NA,Fire: VEHICLE ACCIDENT
"7/16/2019 17:32, OVERLOOK AVE & DIVISION AVE, UPPER MORELAND, Station 10",19090,Fire: ELECTRICAL FIRE OUTSIDE
"7/16/2019 17:49, TOWNSHIP LINE RD & HOLME AVE, CHELTENHAM, Station 4",19027,Fire: FIRE ALARM
"7/16/2019 18:32, THE FAIRWAY  & RYDAL RD, ABINGTON, Station 100",19046,Fire: FIRE ALARM
"7/16/2019 18:46, YOUNGS FORD RD & ROSE GLEN RD, LOWER MERION, Station 24",19035,Fire: FIRE ALARM
"7/16/2019 19:19, HENDERSON RD & HANSEN ACCESS RD, UPPER MERION, Station 48",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/16/2019 19:19, SAULIN BLVD & E DEKALB PIKE, UPPER MERION, Station 48",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/16/2019 19:44, PARK AVE & W 4TH AVE, COLLEGEVILLE, Station 34",19426,Fire: FIRE ALARM
"7/16/2019 19:48, STUMP HALL RD & CEDARS RD, SKIPPACK, Station 86",19426,Fire: VEHICLE ACCIDENT
"7/16/2019 20:07, GULPH RD & MALL BLVD, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/16/2019 21:22, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/16/2019 21:27, OLD GULPH RD & SPRING MILL RD, LOWER MERION, Station 23",19085,Fire: FIRE INVESTIGATION
"7/16/2019 21:32, WOODED WAY & N ITHAN AVE, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/16/2019 21:35, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 1",19095,Fire: FIRE ALARM
"7/16/2019 21:36, OLD GULPH RD & MULBERRY LN, LOWER MERION, Station 25",19010,Fire: FIRE ALARM
"7/16/2019 21:41, 2ND ST & SILK ALY, PENNSBURG, Station 65",18073,Fire: FIRE ALARM
"7/16/2019 21:52, LOGAN DR & FORTUNA DR, HATFIELD TOWNSHIP, Station 12",19440,Fire: GAS-ODOR/LEAK
"7/16/2019 21:57, ANCHOR CT & RIVERFRONT DR, ROYERSFORD, Station 98",19468,Fire: FIRE ALARM
"7/16/2019 22:15, PORTLEDGE DR & S ROBERTS RD, DELAWARE COUNTY, Station 23",19010,Fire: FIRE INVESTIGATION
"7/16/2019 22:34, SCHUYLKILL EXPY & HOLLOW RD UNDERPASS, LOWER MERION, Station 22",NA,Fire: VEHICLE ACCIDENT
"7/16/2019 22:34, SCHUYLKILL EXPY & MILL CREEK RD UNDERPASS, LOWER MERION, Station 22",NA,Fire: VEHICLE ACCIDENT
"7/16/2019 23:33, MANOR RD & EAGLE VIEW DR, SPRINGFIELD, Station 6",19444,Fire: ELECTRICAL FIRE OUTSIDE
"7/16/2019 23:58, BROAD ST & MIFFLIN ST, SOUDERTON, Station 74",18964,Fire: VEHICLE ACCIDENT
"7/17/2019 0:08, BETHLEHEM PIKE & LAFAYETTE AVE CONNECTOR, WHITEMARSH, Station 29",19034,Fire: FIRE ALARM
"7/17/2019 0:09, HOLLY RD & BARBY RD, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/17/2019 0:47, AUDUBON RD & S TROOPER RD, LOWER PROVIDENCE, Station 53",19403,Fire: FIRE ALARM
"7/17/2019 0:54, GERMANTOWN PIKE & THOMAS RD, SPRINGFIELD, Station 6",19444,Fire: FIRE ALARM
"7/17/2019 2:39, MATSONFORD RD & GREENBRIER DR, UPPER MERION, Station 48",19085,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 3:13, BARKER RD & GREENWOOD AVE, CHELTENHAM, Station 1",19095,Fire: FIRE ALARM
"7/17/2019 3:43, LOCUST CT & DEAD END, MONTGOMERY, Station 18",19401,Fire: BUILDING FIRE
"7/17/2019 3:47, HIGH ST & ARMAND HAMMER BLVD, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/17/2019 6:21, EAGLEVILLE RD & SUNDERLAND DR, LOWER PROVIDENCE, Station 53",19403,Fire: GAS-ODOR/LEAK
"7/17/2019 6:25, HECTOR ST & STATION AVE, WHITEMARSH, Station 45",19428,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 6:52, RIGHTERS FERRY RD & RR OVERPASS, LOWER MERION, Station 28",NA,Fire: GAS-ODOR/LEAK
"7/17/2019 6:58, SUMNEYTOWN PIKE & BEAVER ST, UPPER GWYNEDD, Station 80",19454,Fire: FIRE INVESTIGATION
"7/17/2019 7:28, DEKALB ST & E FORNANCE ST, NORRISTOWN, Station 27",19401,Fire: ELEVATOR EMERGENCY
"7/17/2019 7:47, GOLFVIEW DR & SHOAL CREEK DR, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/17/2019 8:00, COUNTY LINE RD, DOUGLASS, Station 67",NA,Fire: FIRE POLICE NEEDED
"7/17/2019 8:15, 8TH AVE & JONES ST, CONSHOHOCKEN, Station 35",19428,Fire: GAS-ODOR/LEAK
"7/17/2019 8:34, WASHINGTON LN & VERNON RD, ABINGTON, Station 200",19046,Fire: FIRE ALARM
"7/17/2019 8:38, EAGLEVILLE RD & ARCOLA RD, LOWER PROVIDENCE, Station 53",19403,Fire: FIRE ALARM
"7/17/2019 8:59, SWEDE ST & W PENN ST, NORRISTOWN, Station 27",19401,Fire: FIRE ALARM
"7/17/2019 9:09, 8TH AVE & JONES ST, CONSHOHOCKEN, Station 35",19428,Fire: GAS-ODOR/LEAK
"7/17/2019 9:53, EASTON RD & BRADFIELD RD, ABINGTON, Station 500",19001,Fire: FIRE ALARM
"7/17/2019 9:55, PAPER MILL RD & COUNTRY CLUB DR, SPRINGFIELD, Station 700",19075,Fire: VEHICLE ACCIDENT
"7/17/2019 9:56, ADAMS ST & MORRIS ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/17/2019 10:04, 8TH AVE & JONES ST, CONSHOHOCKEN, Station 35",19428,Fire: GAS-ODOR/LEAK
"7/17/2019 11:00, CARDINAL DR & SCARLET DR, PLYMOUTH, Station 43",19428,Fire: CARBON MONOXIDE DETECTOR
"7/17/2019 11:16, MONTGOMERY AVE & MAPLEWOOD AVE, NARBERTH, Station 26",19072,Fire: FIRE ALARM
"7/17/2019 11:47, HORSHAM RD & CASTELLO AVE, UPPER MORELAND, Station 10",19040,Fire: GAS-ODOR/LEAK
"7/17/2019 12:04, SUSQUEHANNA RD & CHURCH ST, ABINGTON, Station 100",19001,Fire: GAS-ODOR/LEAK
"7/17/2019 12:12, SANTA MARIA DR & ST VICTORIA DR, NEW HANOVER, Station 37",19525,Fire: GAS-ODOR/LEAK
"7/17/2019 12:19, BIG RD & LUDWIG RD, NEW HANOVER, Station 37",19525,Fire: CARBON MONOXIDE DETECTOR
"7/17/2019 12:46, VALLEY FORGE RD & ARTMAR RD, WORCESTER, Station 83",19403,Fire: VEHICLE ACCIDENT
"7/17/2019 12:55, WARREN ST & CHESTNUT ST, POTTSTOWN, Station 69",19464,Fire: BUILDING FIRE
"7/17/2019 13:00, BYBERRY RD & MEYER LN, UPPER MORELAND, Station 10",19040,Fire: FIRE ALARM
"7/17/2019 13:11, SCOTT RD & KNOCKEL RD, MARLBOROUGH, Station 42",18054,Fire: VEHICLE ACCIDENT
"7/17/2019 13:13, AIRDALE RD & ASHBRIDGE RD, LOWER MERION, Station 23",19010,Fire: FIRE ALARM
"7/17/2019 13:19, GULPH RD & KIRK AVE, UPPER MERION, Station 47",19406,Fire: ELEVATOR EMERGENCY
"7/17/2019 13:17, 5TH AVE & HARRY ST, CONSHOHOCKEN, Station 35",19428,Fire: FIRE ALARM
"7/17/2019 13:24, GODSHALL RD & INDIAN CREEK RD, FRANCONIA, Station 75",18969,Fire: VEHICLE ACCIDENT
"7/17/2019 13:25, OAK LN & N LEWIS RD, LIMERICK, Station 54",19468,Fire: FIRE SPECIAL SERVICE
"7/17/2019 14:00, GARDEN RD & CROSS RD, ABINGTON, Station 300",19038,Fire: CARBON MONOXIDE DETECTOR
"7/17/2019 14:28, WELSH RD & TENNIS AVE, LOWER GWYNEDD, Station 7",19002,Fire: BUILDING FIRE
"7/17/2019 14:53, MEETINGHOUSE RD & TURNBURY LN, LOWER GWYNEDD, Station 62",19454,Fire: BUILDING FIRE
"7/17/2019 15:01, WINDSOR AVE, HATBORO, Station 95",19040,Fire: BUILDING FIRE
"7/17/2019 15:01, WINDSOR AVE & SUMMIT AVE, HATBORO, Station 95",19040,Fire: BUILDING FIRE
"7/17/2019 15:38, CATHEDRAL RD & HUNTINGDON PIKE, BRYN ATHYN, Station 11",19006,Fire: FIRE ALARM
"7/17/2019 15:55, LENAPE DR & DEAD END, UPPER DUBLIN, Station 88",19025,Fire: VEHICLE FIRE
"7/17/2019 15:57, 2ND AVE & VAUGHN RD, UPPER PROVIDENCE, Station 98",19468,Fire: GAS-ODOR/LEAK
"7/17/2019 16:04, MALLWYD RD & HAZELHURST AVE, LOWER MERION, Station 26",19066,Fire: FIRE ALARM
"7/17/2019 16:09, LEWIS RD & 10TH AVE, LIMERICK, Station 51",19468,Fire: FIRE ALARM
"7/17/2019 16:28, SAWGRASS DR & TOURNAMENT DR, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/17/2019 17:07, GERMANTOWN PIKE, LOWER PROVIDENCE, Station 53",19426,Fire: VEHICLE FIRE
"7/17/2019 18:26, BUSTARD RD & HOLLIS RD, WORCESTER, Station 83",19446,Fire: TRASH/DUMPSTER FIRE
"7/17/2019 19:07, HOPWOOD RD, UPPER PROVIDENCE, Station 34",19426,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:13, PROSPECT HILL RD & MT PLEASANT RD, LOWER MERION, Station 24",19085,Fire: UNKNOWN TYPE FIRE
"7/17/2019 19:20, HORSHAM RD & WALNUT AVE, HORSHAM, Station 15",19044,Fire: FIRE ALARM
"7/17/2019 19:35, SPRUCE ST & UNNAMED ALY, POTTSTOWN, Station 69",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:13, MEADOWBANK RD & MT PLEASANT RD, LOWER MERION, Station 24",19085,Fire: UNKNOWN TYPE FIRE
"7/17/2019 19:42, CHARLOTTE ST & GLENDALE AVE, LOWER POTTSGROVE, Station 59",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:49, UPLAND ST & MANATAWNY ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/17/2019 19:52, ALLENDALE RD, UPPER MERION, Station 47",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:52, ALLENDALE RD & KEEBLER RD, UPPER MERION, Station 47",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:59, N HENDERSON RD, UPPER MERION, Station 49",19406,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 19:59, BELMONT AVE & COLWYN LN, LOWER MERION, Station 28",19004,Fire: FIRE ALARM
"7/17/2019 20:05, MALL BLVD & N GULPH RD, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/17/2019 20:07, FOREST LN & CENTENNIAL ST, SCHWENKSVILLE, Station 73",19473,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:18, N CHARLOTTE ST, LOWER POTTSGROVE, Station 59",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:17, GREEN ST & S 4TH AVE, ROYERSFORD, Station 98",19468,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:16, WELSH RD, LOWER MORELAND, Station 8",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:20, BRIDGE ST & RR UNDERPASS, SPRINGFIELD, Station 700",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:21, SNYDER RD, UPPER FREDERICK, Station 87",NA,Fire: FIRE SPECIAL SERVICE
"7/17/2019 20:18, CHARLOTTE ST & WHITE PINE LN, LOWER POTTSGROVE, Station 59",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:23, LIMEKILN PIKE, ABINGTON, Station 400",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:16, MORELAND RD, ABINGTON, Station 8",NA,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:38, HOWARD ST & RICE ST, WEST POTTSGROVE, Station 57",19464,Fire: FIRE INVESTIGATION
"7/17/2019 20:40, LYDIA DR & SNYDER SQUARE DR, HATFIELD TOWNSHIP, Station 17",19440,Fire: FIRE INVESTIGATION
"7/17/2019 20:39, 1ST AVE & E HIGH ST, LOWER POTTSGROVE, Station 58",19464,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:16, WELSH RD & STATION RD, LOWER MORELAND, Station 8",19006,Fire: ELECTRICAL FIRE OUTSIDE
"7/17/2019 20:21, SNYDER RD & BECKER RD, UPPER FREDERICK, Station 87",18054,Fire: FIRE SPECIAL SERVICE
"7/17/2019 20:41, YORK ST & HIGH ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/17/2019 20:58, CHERRY ST & W AIRY ST, NORRISTOWN, Station 27",19401,Fire: CARBON MONOXIDE DETECTOR
"7/17/2019 21:16, HAMILTON ST & LINWOOD AVE, NORRISTOWN, Station 27",19401,Fire: BUILDING FIRE
"7/17/2019 21:20, S LIMEKILN PIKE, UPPER DUBLIN, Station 88",19038,Fire: FIRE POLICE NEEDED
"7/17/2019 21:36, RIDGE PIKE & VILLAGE WAY, LIMERICK, Station 54",19468,Fire: VEHICLE ACCIDENT
"7/17/2019 22:25, PROSPECT AVE & FRALEY ST, BRIDGEPORT, Station 32",19405,Fire: FIRE ALARM
"7/17/2019 22:33, GULPH RD & TURN LANE, UPPER MERION, Station 47",NA,Fire: FIRE ALARM
"7/17/2019 22:52, MARYLAND RD & COMMERCE AVE, UPPER MORELAND, Station 10",19090,Fire: FIRE ALARM
"7/17/2019 22:59, WILLIAMSON RD & YOUNGS FORD RD, LOWER MERION, Station 24",19035,Fire: FIRE ALARM
"7/17/2019 23:07, DEKALB PIKE & TOWN CENTER RD, UPPER MERION, Station 47",19406,Fire: BUILDING FIRE
"7/17/2019 23:59, MORELAND RD & EASTON RD, ABINGTON, Station 500",19090,Fire: FIRE ALARM
"7/18/2019 0:09, OLD HUNTINGDON PIKE & KIRKWOOD AVE, ABINGTON, Station 200",19006,Fire: BUILDING FIRE
"7/18/2019 0:10, YORK ST & HIGH ST, POTTSTOWN, Station 69",19464,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 0:11, KIRKWOOD AVE, ABINGTON, Station 200",19046,Fire: ELECTRICAL FIRE OUTSIDE
"7/18/2019 0:15, EASTON RD & BRADFIELD RD, ABINGTON, Station 300",19001,Fire: FIRE ALARM
"7/18/2019 0:19, 8TH AVE & MOORE RD, UPPER MERION, Station 47",19406,Fire: FIRE ALARM
"7/18/2019 0:28, MARYLAND RD & COMMERCE AVE, UPPER MORELAND, Station 10",19090,Fire: FIRE INVESTIGATION
"7/18/2019 0:44, PENNSYLVANIA TPKE & THOMAS RD UNDERPASS, CHESTER COUNTY, Station 47",NA,Fire: VEHICLE ACCIDENT
"7/18/2019 1:14, RIVERVIEW RD & SYLVAN LN, LOWER MERION, Station 24",19035,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 1:46, MORELAND RD & EASTON RD, ABINGTON, Station 500",19090,Fire: FIRE ALARM
"7/18/2019 4:29, 5TH AVE & HARRY ST, CONSHOHOCKEN, Station 35",19428,Fire: FIRE ALARM
"7/18/2019 4:43, LANCASTER AVE & HAVERFORD STATION RD, LOWER MERION, Station 25",19041,Fire: FIRE ALARM
"7/18/2019 5:22, HORSHAM RD & CASTELLO AVE, UPPER MORELAND, Station 10",19040,Fire: FIRE ALARM
"7/18/2019 5:43, HANOVER ST & BEECH ST, POTTSTOWN, Station 69",19464,Fire: FIRE INVESTIGATION
"7/18/2019 5:54, BEECH LN, SPRINGFIELD, Station 82",19038,Fire: ELECTRICAL FIRE OUTSIDE
"7/18/2019 6:01, MARYLAND RD & COMMERCE AVE, UPPER MORELAND, Station 10",19090,Fire: FIRE ALARM
"7/18/2019 6:12, WALNUT ST & N WARREN ST, POTTSTOWN, Station 69",19464,Fire: BUILDING FIRE
"7/18/2019 7:02, COUNTY LINE RD & DAVISVILLE RD, UPPER MORELAND, Station 10",18974,Fire: FIRE INVESTIGATION
"7/18/2019 7:12, ZIEGLER RD & UPPER RIDGE RD, MARLBOROUGH, Station 42",18073,Fire: TRASH/DUMPSTER FIRE
"7/18/2019 8:57, KING ST & PENN ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/18/2019 8:56, PENN RD & AUBREY RD, LOWER MERION, Station 26",19096,Fire: FIRE ALARM
"7/18/2019 9:03, ALBA RD & NORTH HILLS AVE, UPPER DUBLIN, Station 88",19090,Fire: FIRE ALARM
"7/18/2019 9:05, NORRISTOWN RD & E BUTLER PIKE, UPPER DUBLIN, Station 88",19002,Fire: VEHICLE ACCIDENT
"7/18/2019 9:19, VILLAGE DR & BRYCE LN, UPPER MERION, Station 47",NA,Fire: ELEVATOR EMERGENCY
"7/18/2019 9:39, ALBA RD & NORTH HILLS AVE, UPPER DUBLIN, Station 88",19090,Fire: FIRE ALARM
"7/18/2019 9:45, SHEPHERDS WAY & SANDY HILL RD, SPRINGFIELD, Station 82",19075,Fire: FIRE ALARM
"7/18/2019 9:48, INDUSTRIAL DR & HOLLY RD, DOUGLASS, Station 67",19525,Fire: GAS-ODOR/LEAK
"7/18/2019 10:16, DEKALB PIKE & BLUE BELL SPRINGS DR, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/18/2019 11:16, FLEETWOOD RD & DIXON LN, ABINGTON, Station 200",19046,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 11:24, WYNDHAM LN & FOX MEADOW DR, MONTGOMERY, Station 18",19446,Fire: FIRE ALARM
"7/18/2019 12:08, STATE ST & BLAKER DR, UPPER HANOVER, Station 38",18041,Fire: FIRE ALARM
"7/18/2019 12:37, HOLLY DR & GREEN HILL DR, MARLBOROUGH, Station 42",18054,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 12:39, EGYPT RD & CRESSON BLVD, UPPER PROVIDENCE, Station 99",19426,Fire: VEHICLE FIRE
"7/18/2019 12:49, WILLOW GROVE AVE & TRAYMORE AVE, SPRINGFIELD, Station 82",19038,Fire: FIRE INVESTIGATION
"7/18/2019 13:19, BLUEROUTE  & BALLIGOMINGO RD UNDERPASS, WEST CONSHOHOCKEN, Station 43",NA,Fire: VEHICLE ACCIDENT
"7/18/2019 13:19, BLUEROUTE NB, WEST CONSHOHOCKEN, Station 43",NA,Fire: VEHICLE ACCIDENT
"7/18/2019 13:42, EGYPT RD, LOWER PROVIDENCE, Station 53",19403,Fire: VEHICLE ACCIDENT
"7/18/2019 13:47, BREYER DR & LINDEN DR, CHELTENHAM, Station 5",19027,Fire: FIRE ALARM
"7/18/2019 13:47, MAIN ST & WALNUT ST, AMBLER, Station 7",19002,Fire: FIRE ALARM
"7/18/2019 13:58, MORRIS RD & WARICK RD, LOWER MERION, Station 21",19096,Fire: FIRE INVESTIGATION
"7/18/2019 14:02, ROCK GLEN DR & BRINTON PARK DR, LOWER MERION, Station 21",19096,Fire: FIRE INVESTIGATION
"7/18/2019 14:04, MONTGOMERY AVE, LOWER MERION, Station 28",NA,Fire: UNKNOWN TYPE FIRE
"7/18/2019 14:14, HORSHAM RD & PROGRESS DR, HORSHAM, Station 15",19044,Fire: FIRE ALARM
"7/18/2019 14:40, EASTON RD & GREENWOOD AVE, CHELTENHAM, Station 1",19095,Fire: VEHICLE FIRE
"7/18/2019 15:02, STUART DR & HAINES RD, EAST NORRITON, Station 61",19401,Fire: FIRE INVESTIGATION
"7/18/2019 15:35, BLOMMER DR & GRAVEL PIKE, UPPER HANOVER, Station 38",18041,Fire: FIRE ALARM
"7/18/2019 15:58, W HIGH ST, POTTSTOWN, Station 69",19464,Fire: FIRE POLICE NEEDED
"7/18/2019 16:03, S KEIM ST, POTTSTOWN, Station 69",19464,Fire: FIRE POLICE NEEDED
"7/18/2019 16:02, HIGH ST & S WASHINGTON ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/18/2019 16:10, BABYLON RD & SHEEHY DR, HORSHAM, Station 15",19044,Fire: FIRE SPECIAL SERVICE
"7/18/2019 16:15, W HIGH ST, POTTSTOWN, Station 69",19464,Fire: RESCUE - WATER
"7/18/2019 16:16, CITY AVE & KINGS GRANT DR, LOWER MERION, Station 28",19004,Fire: FIRE ALARM
"7/18/2019 16:32, HUNTINGDON PIKE, LOWER MORELAND, Station 8",19006,Fire: VEHICLE FIRE
"7/18/2019 16:45, RT422 BYP & S PARK RD OVERPASS, LOWER POTTSGROVE, Station 58",NA,Fire: VEHICLE ACCIDENT
"7/18/2019 17:04, VALLEY FORGE RD, WORCESTER, Station 83",NA,Fire: VEHICLE ACCIDENT
"7/18/2019 17:08, MAPLE ALY & GRAVEL PIKE, GREEN LANE, Station 42",18054,Fire: FIRE ALARM
"7/18/2019 17:35, MAIN ST & W 8TH ST, PENNSBURG, Station 65",18073,Fire: FIRE ALARM
"7/18/2019 17:53, DEKALB PIKE & TURNPIKE UNDERPASS, UPPER MERION, Station 47",NA,Fire: FIRE ALARM
"7/18/2019 18:28, BLOMMER DR & GRAVEL PIKE, UPPER HANOVER, Station 38",18041,Fire: BUILDING FIRE
"7/18/2019 18:30, LILAC CT & PRIMROSE DR, UPPER GWYNEDD, Station 80",19446,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 19:19, WINTHROP RD & SOMERSET RD, LOWER MORELAND, Station 8",19006,Fire: FIRE SPECIAL SERVICE
"7/18/2019 20:09, WEST AVE & JOHNSON ST, JENKINTOWN, Station 96",19046,Fire: GAS-ODOR/LEAK
"7/18/2019 20:27, LANCASTER AVE & TENMORE RD, LOWER MERION, Station 23",19041,Fire: FIRE ALARM
"7/18/2019 21:11, BARLEY LN & DEAD END, WORCESTER, Station 83",19446,Fire: FIRE ALARM
"7/18/2019 21:36, OLD CEDARBROOK RD & MACDONALD AVE, CHELTENHAM, Station 1",19095,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 21:51, BELLMONT DR & GREENWOOD AVE, UPPER PROVIDENCE, Station 77",19426,Fire: FIRE INVESTIGATION
"7/18/2019 22:03, SHANE DR & KRISTEN CIR, WEST POTTSGROVE, Station 57",19464,Fire: CARBON MONOXIDE DETECTOR
"7/18/2019 23:48, KERRWOOD DR & BABB CIR, UPPER MERION, Station 47",19087,Fire: FIRE INVESTIGATION
"7/19/2019 0:05, CHURCH ST & ADAMS AVE, ABINGTON, Station 100",19001,Fire: FIRE ALARM
"7/19/2019 1:17, RUNNING BROOK RD & NESHAMINY FALLS CIR, MONTGOMERY, Station 18",19454,Fire: FIRE ALARM
"7/19/2019 2:04, LIMEKILN PIKE & BROAD ST, UPPER DUBLIN, Station 88",19025,Fire: FIRE ALARM
"7/19/2019 2:17, VANDENBURG RD & W BEIDLER RD, UPPER MERION, Station 47",19406,Fire: CARBON MONOXIDE DETECTOR
"7/19/2019 2:19, DEKALB PIKE & DEKALB BLVD, EAST NORRITON, Station 61",19401,Fire: FIRE ALARM
"7/19/2019 2:47, EXECUTIVE DR & CLOVER LN, UPPER DUBLIN, Station 88",19002,Fire: FIRE ALARM
"7/19/2019 2:57, WALTON RD & LESLIE LN, WHITPAIN, Station 33",19422,Fire: FIRE ALARM
"7/19/2019 3:41, CHURCH RD & RADAR DR, UPPER MERION, Station 48",19406,Fire: GAS-ODOR/LEAK
"7/19/2019 4:28, MERCHANT SQUARE PL & MIDDLE LN, TOWAMENCIN, Station 76",19446,Fire: FIRE ALARM
"7/19/2019 5:22, CHELTENHAM AVE, CHELTENHAM, Station 3",NA,Fire: VEHICLE ACCIDENT
"7/19/2019 5:24, CHURCH RD & RADAR DR, UPPER MERION, Station 48",19406,Fire: GAS-ODOR/LEAK
"7/19/2019 5:29, ARCOLA RD & REDTAIL RD, LOWER PROVIDENCE, Station 53",19403,Fire: FIRE ALARM
"7/19/2019 5:51, HOLLOW RD & TIMBER LN, UPPER PROVIDENCE, Station 99",19460,Fire: FIRE SPECIAL SERVICE
"7/19/2019 5:58, ASHBOURNE RD, CHELTENHAM, Station 4",19095,Fire: VEHICLE ACCIDENT
"7/19/2019 5:58, FOSTER RD & ASHBOURNE RD, CHELTENHAM, Station 4",19012,Fire: VEHICLE ACCIDENT
"7/19/2019 7:41, FARMINGTON AVE & WEST ST, POTTSTOWN, Station 69",19464,Fire: FIRE ALARM
"7/19/2019 8:31, LANCASTER AVE & S CHURCH RD, LOWER MERION, Station 25",19003,Fire: ELEVATOR EMERGENCY
"7/19/2019 8:33, HIGH ST & S HANOVER ST, POTTSTOWN, Station 69",19464,Fire: BUILDING FIRE
"7/19/2019 9:00, HAGYS FORD RD & RIGHTERS MILL RD, LOWER MERION, Station 26",19072,Fire: FIRE ALARM
"7/19/2019 9:26, YORK RD & WEST AVE, JENKINTOWN, Station 96",19046,Fire: FIRE ALARM
"7/19/2019 9:47, TOURNAMENT DR & HORSHAM RD, HORSHAM, Station 15",19044,Fire: FIRE ALARM
"7/19/2019 9:51, TOWER LN & ROSEMARY LN, LOWER MERION, Station 22",19072,Fire: FIRE ALARM
"7/19/2019 10:08, JEFFERSON ST & ASHLAND AVE, LOWER MERION, Station 22",19004,Fire: GAS-ODOR/LEAK
"7/19/2019 10:25, MORELAND RD & EASTON RD, ABINGTON, Station 500",19090,Fire: FIRE ALARM
"7/19/2019 10:30, WELSH RD & HUNTINGDON PIKE, LOWER MORELAND, Station 8",19006,Fire: ELEVATOR EMERGENCY
"7/19/2019 10:32, ERIE AVE & N 3RD ST, TELFORD, Station 75",18969,Fire: FIRE SPECIAL SERVICE
"7/19/2019 10:33, CHERRY LN & ALMUR LN, LOWER MERION, Station 25",19096,Fire: FIRE ALARM
"7/19/2019 10:48, WELSH RD & HUNTINGDON PIKE, LOWER MORELAND, Station 8",19006,Fire: ELEVATOR EMERGENCY
"7/19/2019 10:51, PHIPPS WAY & PENLLYN BLUE BELL PIKE, WHITPAIN, Station 33",19422,Fire: GAS-ODOR/LEAK
"7/19/2019 10:58, FIELDSTONE LN & HOMESTEAD LN, LIMERICK, Station 51",19468,Fire: FIRE ALARM
"7/19/2019 11:04, RICES MILL RD & PANTHER RD, CHELTENHAM, Station 1",19095,Fire: FIRE ALARM
"7/19/2019 11:03, RIDGE PIKE & EAGLE STREAM DR, LOWER PROVIDENCE, Station 53",19403,Fire: GAS-ODOR/LEAK
"7/19/2019 11:18, POPLAR ST & SCHUYLKILL RIVER TRL, CONSHOHOCKEN, Station 35",19428,Fire: FIRE ALARM
"7/19/2019 11:28, 7TH AVE & MAPLE ST, CONSHOHOCKEN, Station 36",19428,Fire: FIRE INVESTIGATION
"7/19/2019 11:26, RED ROSE LN & BRYNLLAWN RD, LOWER MERION, Station 23",19085,Fire: GAS-ODOR/LEAK
"7/19/2019 11:43, KAUFFMAN RD & WENDY DR, LOWER POTTSGROVE, Station 59",19464,Fire: FIRE ALARM
"7/19/2019 11:48, SKIPPACK PIKE & MENSCH RD, SKIPPACK, Station 86",19426,Fire: FIRE ALARM
"7/19/2019 12:46, PERKIOMENVILLE RD & LITTLE RD, UPPER FREDERICK, Station 87",18074,Fire: VEHICLE ACCIDENT
"7/19/2019 12:59, SIERRA RD & YELLOWSTONE RD, PLYMOUTH, Station 44",19462,Fire: FIRE ALARM
"7/19/2019 13:53, GERMANTOWN PIKE, PLYMOUTH, Station 44",NA,Fire: ELECTRICAL FIRE OUTSIDE
