Name,Date,Status,Category,Wind,Pressure,TS_diameter,HU_diameter
Colin,8/7/2010 0:00,tropical storm,0,40,1008,103.5702,0
Colin,8/7/2010 6:00,tropical storm,0,35,1009,103.5702,0
Colin,8/7/2010 12:00,tropical storm,0,35,1010,103.5702,0
Colin,8/7/2010 18:00,tropical storm,0,35,1012,103.5702,0
Colin,8/8/2010 0:00,tropical depression,-1,30,1012,0,0
Colin,8/8/2010 6:00,tropical depression,-1,30,1013,0,0
Five,8/10/2010 18:00,tropical depression,-1,30,1008,0,0
Five,8/11/2010 0:00,tropical depression,-1,30,1008,0,0
Danielle,8/21/2010 18:00,tropical depression,-1,25,1008,0,0
Danielle,8/22/2010 0:00,tropical depression,-1,30,1007,0,0
Danielle,8/22/2010 6:00,tropical storm,0,35,1005,34.5234,0
Danielle,8/22/2010 12:00,tropical storm,0,35,1005,34.5234,0
Danielle,8/22/2010 18:00,tropical storm,0,35,1004,34.5234,0
Danielle,8/23/2010 0:00,tropical storm,0,45,1000,86.3085,0
Danielle,8/23/2010 6:00,tropical storm,0,50,997,120.8319,0
Danielle,8/23/2010 12:00,tropical storm,0,55,994,120.8319,0
Danielle,8/23/2010 18:00,hurricane,1,65,987,120.8319,28.7695
Danielle,8/24/2010 0:00,hurricane,1,75,982,155.3553,40.2773
Danielle,8/24/2010 6:00,hurricane,1,80,977,172.617,46.0312
Danielle,8/24/2010 12:00,hurricane,1,70,984,207.1404,46.0312
Danielle,8/24/2010 18:00,hurricane,1,65,987,207.1404,46.0312
Danielle,8/25/2010 0:00,hurricane,1,70,984,207.1404,46.0312
Danielle,8/25/2010 6:00,hurricane,1,70,984,207.1404,46.0312
Danielle,8/25/2010 12:00,hurricane,1,70,984,207.1404,46.0312
Danielle,8/25/2010 18:00,hurricane,1,75,980,207.1404,46.0312
Danielle,8/26/2010 0:00,hurricane,1,80,977,276.1872,63.2929
Danielle,8/26/2010 6:00,hurricane,2,85,973,276.1872,63.2929
Danielle,8/26/2010 12:00,hurricane,2,85,973,276.1872,63.2929
Danielle,8/26/2010 18:00,hurricane,2,90,970,276.1872,74.8007
Danielle,8/27/2010 0:00,hurricane,2,95,966,327.9723,86.3085
Danielle,8/27/2010 6:00,hurricane,3,110,953,327.9723,97.8163
Danielle,8/27/2010 12:00,hurricane,3,110,948,327.9723,97.8163
Danielle,8/28/2010 0:00,hurricane,3,105,946,356.7418,115.078
Danielle,8/28/2010 6:00,hurricane,2,95,950,379.7574,115.078
Danielle,8/28/2010 12:00,hurricane,2,95,952,379.7574,115.078
Danielle,8/28/2010 18:00,hurricane,2,90,955,414.2808,132.3397
Danielle,8/29/2010 0:00,hurricane,2,85,958,448.8042,132.3397
Danielle,8/29/2010 6:00,hurricane,1,80,964,448.8042,132.3397
Danielle,8/29/2010 12:00,hurricane,1,75,966,483.3276,115.078
Danielle,8/29/2010 18:00,hurricane,1,75,968,552.3744,138.0936
Danielle,8/30/2010 0:00,hurricane,1,70,969,552.3744,138.0936
Danielle,8/30/2010 6:00,hurricane,1,65,970,586.8978,138.0936
Danielle,8/30/2010 12:00,hurricane,1,65,970,552.3744,138.0936
Danielle,8/30/2010 18:00,tropical storm,0,60,973,552.3744,0
Fiona,8/30/2010 12:00,tropical depression,-1,30,1007,0,0
Fiona,8/30/2010 18:00,tropical storm,0,35,1007,120.8319,0
Fiona,8/31/2010 0:00,tropical storm,0,35,1007,103.5702,0
Fiona,8/31/2010 6:00,tropical storm,0,35,1006,103.5702,0
Fiona,8/31/2010 12:00,tropical storm,0,35,1006,103.5702,0
Fiona,8/31/2010 18:00,tropical storm,0,40,1006,155.3553,0
Fiona,9/1/2010 0:00,tropical storm,0,45,1004,155.3553,0
Fiona,9/1/2010 6:00,tropical storm,0,50,1001,189.8787,0
Fiona,9/1/2010 12:00,tropical storm,0,50,998,207.1404,0
Fiona,9/1/2010 18:00,tropical storm,0,55,999,207.1404,0
Fiona,9/2/2010 0:00,tropical storm,0,50,1000,138.0936,0
Fiona,9/2/2010 6:00,tropical storm,0,45,1001,120.8319,0
Fiona,9/2/2010 12:00,tropical storm,0,45,1002,120.8319,0
Fiona,9/2/2010 18:00,tropical storm,0,45,1003,103.5702,0
Fiona,9/3/2010 0:00,tropical storm,0,40,1005,103.5702,0
Fiona,9/3/2010 6:00,tropical storm,0,40,1007,103.5702,0
Fiona,9/3/2010 12:00,tropical storm,0,35,1010,69.0468,0
Fiona,9/3/2010 18:00,tropical storm,0,35,1011,69.0468,0
Gaston,9/1/2010 6:00,tropical depression,-1,30,1007,0,0
Gaston,9/1/2010 12:00,tropical storm,0,35,1005,40.2773,0
Gaston,9/1/2010 18:00,tropical storm,0,35,1005,40.2773,0
Gaston,9/2/2010 0:00,tropical depression,-1,30,1006,0,0
Gaston,9/2/2010 6:00,tropical depression,-1,30,1007,0,0
Gaston,9/2/2010 12:00,tropical depression,-1,30,1008,0,0
Hermine,9/5/2010 18:00,tropical depression,-1,25,1004,0,0
Hermine,9/6/2010 0:00,tropical depression,-1,30,1002,0,0
Hermine,9/6/2010 6:00,tropical storm,0,40,1001,103.5702,0
Hermine,9/6/2010 12:00,tropical storm,0,45,998,138.0936,0
Hermine,9/6/2010 18:00,tropical storm,0,50,995,138.0936,0
Hermine,9/7/2010 0:00,tropical storm,0,55,991,126.5858,0
Hermine,9/7/2010 2:00,tropical storm,0,60,989,126.5858,0
Hermine,9/7/2010 6:00,tropical storm,0,55,990,126.5858,0
Hermine,9/7/2010 12:00,tropical storm,0,45,991,103.5702,0
Hermine,9/7/2010 18:00,tropical storm,0,40,996,46.0312,0
Hermine,9/8/2010 0:00,tropical depression,-1,30,1003,0,0
Hermine,9/8/2010 6:00,tropical depression,-1,25,1004,0,0
Hermine,9/8/2010 12:00,tropical depression,-1,20,1005,0,0
Hermine,9/8/2010 18:00,tropical depression,-1,20,1005,0,0
Hermine,9/9/2010 0:00,tropical depression,-1,20,1005,0,0
Hermine,9/9/2010 6:00,tropical depression,-1,20,1005,0,0
Hermine,9/9/2010 12:00,tropical depression,-1,20,1005,0,0
Igor,9/8/2010 6:00,tropical depression,-1,30,1006,0,0
Igor,9/8/2010 12:00,tropical storm,0,40,1005,86.3085,0
Igor,9/8/2010 18:00,tropical storm,0,40,1005,86.3085,0
Igor,9/9/2010 0:00,tropical storm,0,40,1005,86.3085,0
Igor,9/9/2010 6:00,tropical storm,0,35,1005,86.3085,0
Igor,9/9/2010 12:00,tropical depression,-1,30,1006,0,0
Igor,9/9/2010 18:00,tropical depression,-1,30,1006,0,0
Igor,9/10/2010 0:00,tropical depression,-1,30,1004,0,0
Igor,9/10/2010 6:00,tropical depression,-1,30,1004,0,0
Igor,9/10/2010 12:00,tropical storm,0,35,1004,34.5234,0
Igor,9/10/2010 18:00,tropical storm,0,40,1002,46.0312,0
Igor,9/11/2010 0:00,tropical storm,0,50,999,46.0312,0
Igor,9/11/2010 6:00,tropical storm,0,60,995,92.0624,0
Igor,9/11/2010 12:00,tropical storm,0,60,995,184.1248,0
Igor,9/11/2010 18:00,tropical storm,0,60,995,184.1248,0
Igor,9/12/2010 0:00,hurricane,1,65,987,184.1248,17.2617
Igor,9/12/2010 6:00,hurricane,1,70,985,184.1248,17.2617
Igor,9/12/2010 12:00,hurricane,2,90,970,230.156,51.7851
Igor,9/17/2010 6:00,hurricane,3,110,935,517.851,155.3553
Igor,9/17/2010 12:00,hurricane,3,100,945,517.851,155.3553
Igor,9/17/2010 18:00,hurricane,2,90,947,575.39,155.3553
Igor,9/18/2010 0:00,hurricane,2,90,947,575.39,155.3553
Igor,9/18/2010 6:00,hurricane,2,85,939,575.39,155.3553
Igor,9/18/2010 12:00,hurricane,2,85,939,575.39,155.3553
Igor,9/18/2010 18:00,hurricane,1,80,945,575.39,143.8475
Igor,9/19/2010 0:00,hurricane,1,80,945,575.39,143.8475
Igor,9/19/2010 6:00,hurricane,1,75,949,575.39,155.3553
Igor,9/19/2010 12:00,hurricane,1,75,949,632.929,155.3553
Igor,9/19/2010 18:00,hurricane,1,70,952,632.929,155.3553
Igor,9/20/2010 0:00,hurricane,1,65,953,632.929,172.617
Igor,9/20/2010 6:00,hurricane,1,65,957,690.468,172.617
Igor,9/20/2010 12:00,hurricane,1,65,960,690.468,172.617
Igor,9/20/2010 18:00,hurricane,1,65,960,690.468,155.3553
Igor,9/21/2010 0:00,hurricane,1,65,960,805.546,155.3553
Igor,9/21/2010 6:00,hurricane,1,65,960,805.546,155.3553
Igor,9/21/2010 12:00,hurricane,1,65,955,863.085,155.3553
Igor,9/21/2010 15:00,hurricane,1,75,950,863.085,155.3553
Julia,9/12/2010 6:00,tropical depression,-1,30,1007,0,0
Julia,9/12/2010 12:00,tropical depression,-1,30,1006,0,0
Julia,9/12/2010 18:00,tropical storm,0,35,1005,120.8319,0
Julia,9/13/2010 0:00,tropical storm,0,40,1004,120.8319,0
Julia,9/13/2010 6:00,tropical storm,0,40,1004,120.8319,0
Julia,9/13/2010 12:00,tropical storm,0,40,1004,120.8319,0
Julia,9/13/2010 18:00,tropical storm,0,45,1003,120.8319,0
Julia,9/14/2010 0:00,tropical storm,0,45,1002,120.8319,0
Julia,9/14/2010 6:00,tropical storm,0,60,994,120.8319,0
Julia,9/14/2010 12:00,hurricane,1,70,987,138.0936,46.0312
Julia,9/14/2010 18:00,hurricane,1,80,979,155.3553,46.0312
Julia,9/15/2010 0:00,hurricane,2,90,973,172.617,46.0312
Julia,9/15/2010 6:00,hurricane,3,110,956,189.8787,57.539
Julia,9/16/2010 0:00,hurricane,3,105,958,224.4021,57.539
Julia,9/16/2010 6:00,hurricane,3,100,962,258.9255,57.539
Julia,9/16/2010 12:00,hurricane,2,90,970,258.9255,57.539
Julia,9/16/2010 18:00,hurricane,1,80,977,258.9255,57.539
Julia,9/17/2010 0:00,hurricane,1,75,981,241.6638,57.539
Julia,9/17/2010 6:00,hurricane,1,75,981,241.6638,57.539
Julia,9/17/2010 12:00,hurricane,1,70,983,241.6638,57.539
Julia,9/17/2010 18:00,hurricane,1,65,986,241.6638,57.539
Julia,9/18/2010 0:00,tropical storm,0,60,988,258.9255,0
Julia,9/18/2010 6:00,tropical storm,0,55,991,276.1872,0
Julia,9/18/2010 12:00,tropical storm,0,50,994,293.4489,0
Julia,9/18/2010 18:00,tropical storm,0,50,993,310.7106,0
Julia,9/19/2010 0:00,tropical storm,0,55,989,327.9723,0
Julia,9/19/2010 6:00,tropical storm,0,50,993,327.9723,0
Julia,9/19/2010 12:00,tropical storm,0,45,995,327.9723,0
Julia,9/19/2010 18:00,tropical storm,0,45,995,345.234,0
Julia,9/20/2010 0:00,tropical storm,0,45,995,362.4957,0
Julia,9/20/2010 6:00,tropical storm,0,40,997,345.234,0
Julia,9/20/2010 12:00,tropical storm,0,40,999,345.234,0
Karl,9/14/2010 12:00,tropical depression,-1,30,1003,0,0
Karl,9/14/2010 18:00,tropical storm,0,35,1001,11.5078,0
Karl,9/15/2010 0:00,tropical storm,0,40,999,34.5234,0
Karl,9/15/2010 6:00,tropical storm,0,55,997,80.5546,0
Karl,9/15/2010 12:00,tropical storm,0,55,991,86.3085,0
Karl,9/15/2010 12:00,tropical storm,0,55,991,86.3085,0
Karl,9/15/2010 18:00,tropical storm,0,45,994,63.2929,0
Karl,9/16/2010 0:00,tropical storm,0,40,997,57.539,0
Karl,9/16/2010 6:00,tropical storm,0,45,994,86.3085,0
Karl,9/16/2010 12:00,tropical storm,0,55,986,120.8319,0
Karl,9/16/2010 18:00,hurricane,1,70,982,126.5858,11.5078
Karl,9/17/2010 0:00,hurricane,2,85,971,161.1092,17.2617
Karl,9/17/2010 6:00,hurricane,2,95,966,184.1248,40.2773
Karl,9/17/2010 12:00,hurricane,3,110,956,172.617,40.2773
Karl,9/17/2010 15:00,hurricane,3,110,970,172.617,40.2773
Karl,9/17/2010 16:00,hurricane,3,100,976,172.617,40.2773
Karl,9/17/2010 18:00,hurricane,2,90,979,172.617,40.2773
Karl,9/18/2010 0:00,tropical storm,0,60,995,69.0468,0
Karl,9/18/2010 6:00,tropical depression,-1,25,1005,0,0
Lisa,9/20/2010 18:00,tropical depression,-1,30,1006,0,0
Lisa,9/21/2010 0:00,tropical storm,0,35,1005,63.2929,0
Lisa,9/21/2010 6:00,tropical storm,0,40,1003,63.2929,0
Lisa,9/21/2010 12:00,tropical storm,0,40,1002,69.0468,0
Lisa,9/21/2010 18:00,tropical storm,0,40,1002,80.5546,0
Lisa,9/22/2010 0:00,tropical storm,0,35,1003,92.0624,0
Lisa,9/22/2010 6:00,tropical storm,0,35,1003,92.0624,0
Lisa,9/22/2010 12:00,tropical storm,0,35,1003,92.0624,0
Lisa,9/22/2010 18:00,tropical depression,-1,30,1005,0,0
Lisa,9/23/2010 0:00,tropical depression,-1,30,1005,0,0
Lisa,9/23/2010 6:00,tropical depression,-1,30,1005,0,0
Lisa,9/23/2010 12:00,tropical storm,0,35,1004,92.0624,0
Lisa,9/23/2010 18:00,tropical storm,0,35,1003,92.0624,0
Lisa,9/24/2010 0:00,tropical storm,0,35,1002,92.0624,0
Lisa,9/24/2010 6:00,tropical storm,0,40,1001,92.0624,0
Lisa,9/24/2010 12:00,tropical storm,0,50,998,92.0624,0
Lisa,9/24/2010 18:00,tropical storm,0,60,993,92.0624,0
Lisa,9/24/2010 21:00,hurricane,1,65,988,92.0624,23.0156
Lisa,9/25/2010 0:00,hurricane,1,75,982,92.0624,23.0156
Lisa,9/25/2010 6:00,hurricane,1,70,986,92.0624,23.0156
Lisa,9/25/2010 12:00,tropical storm,0,60,990,92.0624,0
Lisa,9/25/2010 18:00,tropical storm,0,50,996,92.0624,0
Lisa,9/26/2010 0:00,tropical storm,0,40,1002,92.0624,0
Lisa,9/26/2010 6:00,tropical storm,0,35,1004,92.0624,0
Lisa,9/26/2010 12:00,tropical depression,-1,30,1006,0,0
Matthew,9/23/2010 12:00,tropical depression,-1,30,1008,0,0
Matthew,9/23/2010 18:00,tropical storm,0,35,1007,103.5702,0
Matthew,9/24/2010 0:00,tropical storm,0,40,1005,86.3085,0
Matthew,9/24/2010 6:00,tropical storm,0,45,1003,86.3085,0
Matthew,9/24/2010 12:00,tropical storm,0,45,1001,120.8319,0
Matthew,9/24/2010 18:00,tropical storm,0,50,998,172.617,0
Matthew,9/24/2010 19:00,tropical storm,0,50,998,172.617,0
Matthew,9/25/2010 0:00,tropical storm,0,50,998,224.4021,0
Matthew,9/25/2010 6:00,tropical storm,0,45,998,172.617,0
Matthew,9/25/2010 12:00,tropical storm,0,35,1000,138.0936,0
Matthew,9/25/2010 15:00,tropical storm,0,35,1000,138.0936,0
Matthew,9/25/2010 18:00,tropical depression,-1,30,1000,0,0
Matthew,9/26/2010 0:00,tropical depression,-1,30,1001,0,0
Matthew,9/26/2010 6:00,tropical depression,-1,25,1002,0,0
Nicole,9/28/2010 12:00,tropical storm,0,35,1001,345.234,0
Nicole,9/28/2010 18:00,tropical storm,0,40,999,345.234,0
Nicole,9/29/2010 0:00,tropical storm,0,35,997,345.234,0
Nicole,9/29/2010 6:00,tropical storm,0,35,996,345.234,0
Nicole,9/29/2010 12:00,tropical storm,0,40,995,345.234,0
Otto,10/7/2010 12:00,tropical storm,0,45,994,207.1404,0
Otto,10/7/2010 18:00,tropical storm,0,50,992,207.1404,0
Otto,10/8/2010 0:00,tropical storm,0,55,989,241.6638,0
Otto,10/8/2010 6:00,tropical storm,0,60,986,241.6638,0
Otto,10/8/2010 12:00,hurricane,1,65,983,264.6794,40.2773
Otto,10/8/2010 18:00,hurricane,1,70,980,264.6794,40.2773
Otto,10/9/2010 0:00,hurricane,1,75,976,299.2028,40.2773
Otto,10/9/2010 6:00,hurricane,1,75,978,299.2028,46.0312
Otto,10/9/2010 12:00,hurricane,1,70,981,299.2028,46.0312
Otto,10/9/2010 18:00,hurricane,1,65,985,299.2028,46.0312
Otto,10/10/2010 0:00,tropical storm,0,60,988,299.2028,0
Paula,10/11/2010 0:00,tropical depression,-1,30,1006,0,0
Paula,10/11/2010 6:00,tropical storm,0,35,1005,69.0468,0
Paula,10/11/2010 12:00,tropical storm,0,45,1004,86.3085,0
Paula,10/11/2010 18:00,tropical storm,0,60,1001,103.5702,0
Paula,10/12/2010 0:00,hurricane,1,65,996,103.5702,23.0156
Paula,10/12/2010 6:00,hurricane,1,65,991,103.5702,23.0156
Paula,10/12/2010 12:00,hurricane,1,75,986,103.5702,23.0156
Paula,10/12/2010 18:00,hurricane,2,90,981,109.3241,40.2773
Paula,10/13/2010 0:00,hurricane,2,90,981,109.3241,40.2773
Paula,10/13/2010 6:00,hurricane,2,85,984,109.3241,28.7695
Paula,10/13/2010 12:00,hurricane,2,85,987,109.3241,28.7695
Paula,10/13/2010 18:00,hurricane,1,75,990,103.5702,23.0156
Paula,10/14/2010 0:00,hurricane,1,75,993,103.5702,23.0156
Paula,10/14/2010 6:00,hurricane,1,70,995,103.5702,23.0156
Paula,10/14/2010 12:00,tropical storm,0,60,999,103.5702,0
Paula,10/14/2010 15:00,tropical storm,0,55,1000,103.5702,0
Paula,10/14/2010 18:00,tropical storm,0,50,1001,103.5702,0
Paula,10/15/2010 0:00,tropical storm,0,40,1004,92.0624,0
Paula,10/15/2010 6:00,tropical depression,-1,30,1008,0,0
Richard,10/20/2010 6:00,tropical depression,-1,30,1008,0,0
Richard,10/20/2010 12:00,tropical depression,-1,30,1008,0,0
Richard,10/20/2010 18:00,tropical depression,-1,30,1008,0,0
Richard,10/21/2010 0:00,tropical depression,-1,30,1007,0,0
Richard,10/21/2010 6:00,tropical depression,-1,30,1007,0,0
Richard,10/21/2010 12:00,tropical storm,0,35,1006,103.5702,0
Richard,10/21/2010 18:00,tropical storm,0,35,1006,103.5702,0
Richard,10/22/2010 0:00,tropical storm,0,35,1007,103.5702,0
Richard,10/22/2010 6:00,tropical storm,0,35,1005,103.5702,0
Richard,10/22/2010 12:00,tropical storm,0,35,1006,103.5702,0
Richard,10/22/2010 18:00,tropical storm,0,40,1006,86.3085,0
Richard,10/23/2010 0:00,tropical storm,0,40,1006,86.3085,0
Richard,10/23/2010 6:00,tropical storm,0,45,1004,86.3085,0
Richard,10/23/2010 12:00,tropical storm,0,50,1000,138.0936,0
Richard,10/23/2010 18:00,tropical storm,0,55,998,138.0936,0
Richard,10/24/2010 0:00,tropical storm,0,60,995,149.6014,0
Richard,10/24/2010 6:00,hurricane,1,65,992,149.6014,11.5078
Richard,10/24/2010 12:00,hurricane,1,75,990,161.1092,28.7695
Richard,10/24/2010 18:00,hurricane,1,80,984,161.1092,28.7695
Richard,10/25/2010 0:00,hurricane,2,85,977,161.1092,28.7695
Richard,10/25/2010 0:00,hurricane,2,85,977,161.1092,28.7695
Richard,10/25/2010 6:00,hurricane,1,65,988,126.5858,17.2617
Richard,10/25/2010 12:00,tropical storm,0,40,997,126.5858,0
Richard,10/25/2010 18:00,tropical depression,-1,30,1000,0,0
Shary,10/28/2010 18:00,tropical depression,-1,30,1006,0,0
Shary,10/29/2010 0:00,tropical storm,0,35,1004,155.3553,0
Shary,10/29/2010 6:00,tropical storm,0,40,1002,155.3553,0
Shary,10/29/2010 12:00,tropical storm,0,50,998,155.3553,0
Shary,10/29/2010 18:00,tropical storm,0,55,993,155.3553,0
Shary,10/30/2010 0:00,hurricane,1,65,990,149.6014,11.5078
Shary,10/30/2010 6:00,hurricane,1,65,989,172.617,11.5078
Shary,10/30/2010 12:00,hurricane,1,65,991,172.617,11.5078
Tomas,10/29/2010 6:00,tropical depression,-1,30,1006,0,0
Tomas,10/29/2010 12:00,tropical storm,0,35,1003,132.3397,0
Tomas,10/29/2010 18:00,tropical storm,0,45,998,161.1092,0
Tomas,10/30/2010 0:00,tropical storm,0,55,999,161.1092,0
Tomas,10/30/2010 6:00,tropical storm,0,60,997,161.1092,0
Tomas,10/30/2010 9:00,tropical storm,0,60,997,161.1092,0
Tomas,10/30/2010 12:00,hurricane,1,65,993,195.6326,23.0156
Tomas,10/30/2010 18:00,hurricane,1,80,990,195.6326,23.0156
Tomas,10/30/2010 20:00,hurricane,2,85,987,195.6326,23.0156
Tomas,10/31/2010 0:00,hurricane,2,85,982,195.6326,46.0312
Tomas,10/31/2010 6:00,hurricane,2,85,983,195.6326,46.0312
Tomas,10/31/2010 12:00,hurricane,1,80,988,195.6326,46.0312
Tomas,10/31/2010 18:00,hurricane,1,65,994,195.6326,17.2617
Tomas,11/1/2010 0:00,tropical storm,0,55,997,230.156,0
Tomas,11/1/2010 6:00,tropical storm,0,45,1003,207.1404,0
Tomas,11/1/2010 12:00,tropical storm,0,40,1005,161.1092,0
Tomas,11/1/2010 18:00,tropical storm,0,40,1005,138.0936,0
Tomas,11/2/2010 0:00,tropical storm,0,40,1005,115.078,0
Tomas,11/2/2010 6:00,tropical storm,0,45,1003,115.078,0
Tomas,11/2/2010 12:00,tropical storm,0,40,1004,115.078,0
Tomas,11/2/2010 18:00,tropical storm,0,35,1006,103.5702,0
Tomas,11/3/2010 0:00,tropical depression,-1,30,1006,0,0
Tomas,11/3/2010 6:00,tropical depression,-1,30,1006,0,0
Tomas,11/3/2010 12:00,tropical depression,-1,30,1006,0,0
Tomas,11/3/2010 18:00,tropical storm,0,35,1004,69.0468,0
Tomas,11/4/2010 0:00,tropical storm,0,40,1003,69.0468,0
Tomas,11/4/2010 6:00,tropical storm,0,40,998,86.3085,0
Tomas,11/4/2010 12:00,tropical storm,0,45,996,86.3085,0
Tomas,11/4/2010 18:00,tropical storm,0,50,995,115.078,0
Tomas,11/5/2010 0:00,tropical storm,0,60,989,138.0936,0
Tomas,11/5/2010 6:00,hurricane,1,70,985,172.617,17.2617
Tomas,11/5/2010 12:00,hurricane,1,75,987,195.6326,34.5234
Tomas,11/5/2010 18:00,hurricane,1,70,992,195.6326,17.2617
Tomas,11/6/2010 0:00,tropical storm,0,60,995,172.617,0
Tomas,11/6/2010 6:00,tropical storm,0,60,992,172.617,0
Tomas,11/6/2010 7:00,tropical storm,0,60,992,172.617,0
Tomas,11/6/2010 12:00,tropical storm,0,60,990,172.617,0
Tomas,11/6/2010 18:00,hurricane,1,65,988,201.3865,23.0156
Tomas,11/7/2010 0:00,hurricane,1,70,987,201.3865,23.0156
Tomas,11/7/2010 6:00,hurricane,1,65,990,201.3865,23.0156
Tomas,11/7/2010 12:00,tropical storm,0,60,992,258.9255,0
Tomas,11/7/2010 18:00,tropical storm,0,50,992,258.9255,0
Don,7/27/2011 6:00,tropical depression,-1,30,1007,0,0
Don,7/27/2011 12:00,tropical depression,-1,30,1006,0,0
Don,7/27/2011 18:00,tropical storm,0,35,1003,46.0312,0
Don,7/28/2011 0:00,tropical storm,0,35,1000,46.0312,0
Don,7/28/2011 6:00,tropical storm,0,35,1000,69.0468,0
Don,7/28/2011 12:00,tropical storm,0,40,1001,69.0468,0
Don,7/28/2011 18:00,tropical storm,0,40,1004,69.0468,0
Don,7/29/2011 0:00,tropical storm,0,45,997,69.0468,0
Don,7/29/2011 6:00,tropical storm,0,45,1000,69.0468,0
Don,7/29/2011 12:00,tropical storm,0,45,1002,69.0468,0
Don,7/29/2011 18:00,tropical storm,0,45,1004,69.0468,0
Don,7/30/2011 0:00,tropical storm,0,35,1006,69.0468,0
Don,7/30/2011 2:00,tropical depression,-1,30,1007,0,0
Emily,8/2/2011 0:00,tropical storm,0,40,1007,86.3085,0
Emily,8/2/2011 6:00,tropical storm,0,40,1007,86.3085,0
Emily,8/2/2011 12:00,tropical storm,0,40,1006,86.3085,0
Emily,8/2/2011 18:00,tropical storm,0,40,1005,86.3085,0
Emily,8/3/2011 0:00,tropical storm,0,45,1004,155.3553,0
Emily,8/3/2011 6:00,tropical storm,0,45,1003,155.3553,0
Emily,8/3/2011 12:00,tropical storm,0,45,1003,120.8319,0
Emily,8/3/2011 18:00,tropical storm,0,45,1003,120.8319,0
Emily,8/4/2011 0:00,tropical storm,0,45,1003,115.078,0
Emily,8/4/2011 6:00,tropical storm,0,45,1004,115.078,0
Emily,8/4/2011 12:00,tropical storm,0,45,1006,115.078,0
Emily,8/6/2011 18:00,tropical depression,-1,30,1011,0,0
Emily,8/7/2011 0:00,tropical storm,0,35,1010,69.0468,0
Emily,8/7/2011 6:00,tropical storm,0,35,1009,69.0468,0
Franklin,8/12/2011 18:00,tropical depression,-1,30,1009,0,0
Franklin,8/13/2011 0:00,tropical depression,-1,30,1008,0,0
Franklin,8/13/2011 6:00,tropical storm,0,35,1006,69.0468,0
Franklin,8/13/2011 12:00,tropical storm,0,40,1004,69.0468,0
Gert,8/13/2011 18:00,tropical depression,-1,30,1011,0,0
Gert,8/14/2011 0:00,tropical depression,-1,30,1011,0,0
Gert,8/14/2011 6:00,tropical storm,0,35,1011,69.0468,0
Gert,8/14/2011 12:00,tropical storm,0,40,1010,69.0468,0
Gert,8/14/2011 18:00,tropical storm,0,40,1009,69.0468,0
Gert,8/15/2011 0:00,tropical storm,0,45,1006,69.0468,0
Gert,8/15/2011 6:00,tropical storm,0,50,1003,103.5702,0
Gert,8/15/2011 12:00,tropical storm,0,55,1000,120.8319,0
Gert,8/15/2011 18:00,tropical storm,0,50,1003,120.8319,0
Gert,8/16/2011 0:00,tropical storm,0,45,1005,103.5702,0
Gert,8/16/2011 6:00,tropical storm,0,45,1007,103.5702,0
Harvey,8/19/2011 0:00,tropical depression,-1,30,1006,0,0
Harvey,8/19/2011 6:00,tropical depression,-1,30,1005,0,0
Harvey,8/19/2011 12:00,tropical storm,0,35,1003,34.5234,0
Harvey,8/19/2011 18:00,tropical storm,0,40,1001,40.2773,0
Harvey,8/20/2011 0:00,tropical storm,0,45,995,40.2773,0
Harvey,8/20/2011 6:00,tropical storm,0,50,994,63.2929,0
Harvey,8/20/2011 12:00,tropical storm,0,50,998,69.0468,0
Harvey,8/20/2011 18:00,tropical storm,0,55,995,69.0468,0
Harvey,8/21/2011 0:00,tropical storm,0,35,1003,34.5234,0
Harvey,8/21/2011 6:00,tropical depression,-1,30,1005,0,0
Harvey,8/21/2011 12:00,tropical depression,-1,30,1005,0,0
Harvey,8/21/2011 18:00,tropical depression,-1,30,1005,0,0
Harvey,8/22/2011 0:00,tropical storm,0,35,1005,80.5546,0
Harvey,8/22/2011 2:00,tropical storm,0,35,1005,80.5546,0
Harvey,8/22/2011 6:00,tropical depression,-1,25,1006,0,0
Harvey,8/22/2011 12:00,tropical depression,-1,20,1007,0,0
Ten,8/25/2011 0:00,tropical depression,-1,30,1006,0,0
Ten,8/25/2011 6:00,tropical depression,-1,30,1006,0,0
Ten,8/25/2011 12:00,tropical depression,-1,30,1008,0,0
Ten,8/25/2011 18:00,tropical depression,-1,30,1008,0,0
Ten,8/26/2011 0:00,tropical depression,-1,30,1009,0,0
Ten,8/26/2011 6:00,tropical depression,-1,30,1009,0,0
Ten,8/26/2011 12:00,tropical depression,-1,30,1009,0,0
Ten,8/26/2011 18:00,tropical depression,-1,30,1009,0,0
Katia,8/29/2011 6:00,tropical depression,-1,25,1009,0,0
Katia,8/29/2011 12:00,tropical depression,-1,30,1008,0,0
Katia,8/29/2011 18:00,tropical depression,-1,30,1008,0,0
Katia,8/30/2011 0:00,tropical storm,0,35,1006,34.5234,0
Katia,8/30/2011 6:00,tropical storm,0,40,1004,34.5234,0
Katia,8/30/2011 12:00,tropical storm,0,45,1001,92.0624,0
Katia,8/30/2011 18:00,tropical storm,0,50,997,115.078,0
Katia,8/31/2011 0:00,tropical storm,0,50,997,126.5858,0
Katia,8/31/2011 6:00,tropical storm,0,55,994,138.0936,0
Katia,8/31/2011 12:00,tropical storm,0,55,994,161.1092,0
Katia,8/31/2011 18:00,tropical storm,0,60,990,201.3865,0
Katia,9/1/2011 0:00,hurricane,1,65,988,218.6482,23.0156
